method,task,regime,split,seed,episodes,success_rate,mechanism_f1,invalid_repair_rate,repeat_failure_rate,damage_rate,diagnostic_probe_cost,calibration_error
data_augmented_world_model,cluttered_navigation_grasp,contact_mode_flip,combined_stress,6,72,0.416667,0.297846,0.351926,0.337275,0.122515,0.099504,0.136362
data_augmented_world_model,cluttered_navigation_grasp,actuator_lag,in_distribution,0,72,0.638889,0.320305,0.296154,0.274317,0.109617,0.084051,0.120498
data_augmented_world_model,cluttered_navigation_grasp,actuator_lag,in_distribution,1,72,0.527778,0.336467,0.303199,0.286124,0.105305,0.088204,0.120158
data_augmented_world_model,cluttered_navigation_grasp,actuator_lag,in_distribution,2,72,0.513889,0.339669,0.290943,0.281274,0.112492,0.089533,0.115519
data_augmented_world_model,cluttered_navigation_grasp,actuator_lag,in_distribution,3,72,0.652778,0.331421,0.289079,0.274148,0.105541,0.093329,0.114456
data_augmented_world_model,cluttered_navigation_grasp,actuator_lag,in_distribution,4,72,0.583333,0.318897,0.292440,0.285988,0.107754,0.103083,0.118086
data_augmented_world_model,cluttered_navigation_grasp,actuator_lag,in_distribution,5,72,0.611111,0.315326,0.288152,0.281858,0.103956,0.093420,0.119278
data_augmented_world_model,cluttered_navigation_grasp,actuator_lag,in_distribution,6,72,0.527778,0.329592,0.297124,0.279149,0.110420,0.092417,0.116242
data_augmented_world_model,cluttered_navigation_grasp,actuator_lag,hidden_mechanism,0,72,0.430556,0.292602,0.317634,0.306551,0.112441,0.094618,0.120529
data_augmented_world_model,cluttered_navigation_grasp,actuator_lag,hidden_mechanism,1,72,0.416667,0.293647,0.320001,0.309065,0.113197,0.093559,0.122563
data_augmented_world_model,cluttered_navigation_grasp,actuator_lag,hidden_mechanism,2,72,0.430556,0.315180,0.316680,0.303736,0.112353,0.096303,0.129067
data_augmented_world_model,cluttered_navigation_grasp,actuator_lag,hidden_mechanism,3,72,0.472222,0.302157,0.310011,0.300278,0.115724,0.096318,0.125212
data_augmented_world_model,cluttered_navigation_grasp,actuator_lag,hidden_mechanism,4,72,0.458333,0.295705,0.314663,0.301522,0.115668,0.096891,0.127722
data_augmented_world_model,cluttered_navigation_grasp,actuator_lag,hidden_mechanism,5,72,0.486111,0.311394,0.317848,0.309011,0.110445,0.097425,0.126836
data_augmented_world_model,cluttered_navigation_grasp,actuator_lag,hidden_mechanism,6,72,0.541667,0.304788,0.316992,0.299275,0.110125,0.096034,0.122042
data_augmented_world_model,cluttered_navigation_grasp,actuator_lag,long_horizon,0,72,0.375000,0.297561,0.317423,0.292160,0.116407,0.091735,0.126047
data_augmented_world_model,cluttered_navigation_grasp,actuator_lag,long_horizon,1,72,0.416667,0.300683,0.316852,0.298962,0.108710,0.094390,0.122844
data_augmented_world_model,cluttered_navigation_grasp,actuator_lag,long_horizon,2,72,0.388889,0.292116,0.310870,0.289679,0.110531,0.083901,0.122663
data_augmented_world_model,cluttered_navigation_grasp,actuator_lag,long_horizon,3,72,0.472222,0.300704,0.311806,0.301379,0.108706,0.095531,0.128149
data_augmented_world_model,cluttered_navigation_grasp,actuator_lag,long_horizon,4,72,0.583333,0.309909,0.307323,0.292404,0.110479,0.092487,0.120917
data_augmented_world_model,cluttered_navigation_grasp,actuator_lag,long_horizon,5,72,0.375000,0.330607,0.309296,0.297938,0.112615,0.092709,0.122973
data_augmented_world_model,cluttered_navigation_grasp,actuator_lag,long_horizon,6,72,0.430556,0.321892,0.305128,0.304392,0.115689,0.108313,0.125400
data_augmented_world_model,cluttered_navigation_grasp,actuator_lag,sparse_observation,0,72,0.402778,0.260966,0.342176,0.319231,0.120102,0.097046,0.132623
data_augmented_world_model,cluttered_navigation_grasp,actuator_lag,sparse_observation,1,72,0.361111,0.280768,0.344311,0.322294,0.123254,0.100453,0.129842
data_augmented_world_model,cluttered_navigation_grasp,actuator_lag,sparse_observation,2,72,0.444444,0.269972,0.336612,0.327941,0.117402,0.103187,0.130413
data_augmented_world_model,cluttered_navigation_grasp,actuator_lag,sparse_observation,3,72,0.388889,0.285838,0.338942,0.324256,0.120526,0.098832,0.134169
data_augmented_world_model,cluttered_navigation_grasp,actuator_lag,sparse_observation,4,72,0.513889,0.286094,0.332582,0.323381,0.116885,0.103608,0.129935
data_augmented_world_model,cluttered_navigation_grasp,actuator_lag,sparse_observation,5,72,0.416667,0.268180,0.340289,0.326511,0.120013,0.095600,0.135748
data_augmented_world_model,cluttered_navigation_grasp,actuator_lag,sparse_observation,6,72,0.416667,0.288219,0.328691,0.315879,0.118197,0.098014,0.135934
data_augmented_world_model,cluttered_navigation_grasp,actuator_lag,combined_stress,0,72,0.305556,0.253157,0.341814,0.325426,0.123324,0.098921,0.135625
data_augmented_world_model,cluttered_navigation_grasp,actuator_lag,combined_stress,1,72,0.263889,0.293694,0.348289,0.323888,0.119213,0.101085,0.134168
data_augmented_world_model,cluttered_navigation_grasp,actuator_lag,combined_stress,2,72,0.375000,0.263191,0.339712,0.317443,0.121689,0.099070,0.130656
data_augmented_world_model,cluttered_navigation_grasp,actuator_lag,combined_stress,3,72,0.472222,0.287545,0.337692,0.316514,0.117050,0.096106,0.131831
data_augmented_world_model,cluttered_navigation_grasp,actuator_lag,combined_stress,4,72,0.402778,0.286931,0.343978,0.327926,0.117739,0.097017,0.133605
data_augmented_world_model,cluttered_navigation_grasp,actuator_lag,combined_stress,5,72,0.444444,0.272369,0.345450,0.318747,0.120231,0.098159,0.128599
data_augmented_world_model,cluttered_navigation_grasp,actuator_lag,combined_stress,6,72,0.305556,0.273316,0.345758,0.320292,0.116215,0.098280,0.132249
data_augmented_world_model,cluttered_navigation_grasp,payload_shift,in_distribution,0,72,0.444444,0.305693,0.304679,0.279117,0.111674,0.094734,0.122866
data_augmented_world_model,cluttered_navigation_grasp,payload_shift,in_distribution,1,72,0.569444,0.305369,0.309612,0.297204,0.106300,0.099060,0.119850
data_augmented_world_model,cluttered_navigation_grasp,payload_shift,in_distribution,2,72,0.486111,0.348548,0.298428,0.292078,0.108902,0.099335,0.124125
data_augmented_world_model,cluttered_navigation_grasp,payload_shift,in_distribution,3,72,0.652778,0.323301,0.309019,0.291321,0.106673,0.094247,0.122615
data_augmented_world_model,cluttered_navigation_grasp,payload_shift,in_distribution,4,72,0.541667,0.326755,0.309155,0.288027,0.112841,0.091334,0.126549
data_augmented_world_model,cluttered_navigation_grasp,payload_shift,in_distribution,5,72,0.583333,0.299770,0.309157,0.294853,0.111778,0.090467,0.126345
data_augmented_world_model,cluttered_navigation_grasp,payload_shift,in_distribution,6,72,0.611111,0.326665,0.307217,0.299439,0.110642,0.095675,0.121689
data_augmented_world_model,cluttered_navigation_grasp,payload_shift,hidden_mechanism,0,72,0.402778,0.314468,0.319722,0.315407,0.113118,0.084966,0.129412
data_augmented_world_model,cluttered_navigation_grasp,payload_shift,hidden_mechanism,1,72,0.486111,0.310979,0.324635,0.310000,0.120200,0.097993,0.131883
data_augmented_world_model,cluttered_navigation_grasp,payload_shift,hidden_mechanism,2,72,0.486111,0.297254,0.327770,0.311546,0.118654,0.097487,0.135249
data_augmented_world_model,cluttered_navigation_grasp,payload_shift,hidden_mechanism,3,72,0.513889,0.286351,0.316957,0.314843,0.122953,0.095404,0.131911
data_augmented_world_model,cluttered_navigation_grasp,payload_shift,hidden_mechanism,4,72,0.472222,0.279205,0.336259,0.312458,0.117772,0.095767,0.130019
data_augmented_world_model,cluttered_navigation_grasp,payload_shift,hidden_mechanism,5,72,0.458333,0.295323,0.332239,0.308975,0.121253,0.093987,0.130035
data_augmented_world_model,cluttered_navigation_grasp,payload_shift,hidden_mechanism,6,72,0.472222,0.266870,0.326510,0.309015,0.112420,0.100889,0.131167
data_augmented_world_model,cluttered_navigation_grasp,payload_shift,long_horizon,0,72,0.375000,0.301331,0.332784,0.305590,0.118514,0.097240,0.128897
data_augmented_world_model,cluttered_navigation_grasp,payload_shift,long_horizon,1,72,0.500000,0.293871,0.322387,0.305089,0.114202,0.102204,0.130520
data_augmented_world_model,cluttered_navigation_grasp,payload_shift,long_horizon,2,72,0.486111,0.304810,0.326497,0.311495,0.116008,0.095542,0.129422
data_augmented_world_model,cluttered_navigation_grasp,payload_shift,long_horizon,3,72,0.513889,0.312330,0.324096,0.302587,0.118283,0.093716,0.130925
data_augmented_world_model,cluttered_navigation_grasp,payload_shift,long_horizon,4,72,0.416667,0.315091,0.317296,0.304283,0.120367,0.101949,0.128770
data_augmented_world_model,cluttered_navigation_grasp,payload_shift,long_horizon,5,72,0.430556,0.302794,0.333722,0.305653,0.116446,0.097391,0.125239
data_augmented_world_model,cluttered_navigation_grasp,payload_shift,long_horizon,6,72,0.513889,0.307457,0.326214,0.305657,0.118210,0.099282,0.135815
data_augmented_world_model,cluttered_navigation_grasp,payload_shift,sparse_observation,0,72,0.444444,0.262734,0.356055,0.330696,0.121597,0.100578,0.133682
data_augmented_world_model,cluttered_navigation_grasp,payload_shift,sparse_observation,1,72,0.472222,0.272555,0.341905,0.332427,0.123674,0.106337,0.141744
data_augmented_world_model,cluttered_navigation_grasp,payload_shift,sparse_observation,2,72,0.513889,0.272066,0.354971,0.331038,0.120542,0.107014,0.136173
data_augmented_world_model,cluttered_navigation_grasp,payload_shift,sparse_observation,3,72,0.472222,0.267326,0.346108,0.334563,0.125380,0.103697,0.137409
data_augmented_world_model,cluttered_navigation_grasp,payload_shift,sparse_observation,4,72,0.430556,0.258226,0.366929,0.334581,0.120781,0.099105,0.136119
data_augmented_world_model,cluttered_navigation_grasp,payload_shift,sparse_observation,5,72,0.458333,0.254897,0.352858,0.330395,0.117564,0.106881,0.137869
data_augmented_world_model,cluttered_navigation_grasp,payload_shift,sparse_observation,6,72,0.416667,0.270340,0.353212,0.326959,0.123442,0.095215,0.139030
data_augmented_world_model,cluttered_navigation_grasp,payload_shift,combined_stress,0,72,0.472222,0.269673,0.358253,0.338097,0.121325,0.101178,0.133908
data_augmented_world_model,cluttered_navigation_grasp,payload_shift,combined_stress,1,72,0.388889,0.265201,0.358570,0.333337,0.122424,0.104090,0.133100
data_augmented_world_model,cluttered_navigation_grasp,payload_shift,combined_stress,2,72,0.291667,0.265201,0.355390,0.335484,0.122747,0.102556,0.142852
data_augmented_world_model,cluttered_navigation_grasp,payload_shift,combined_stress,3,72,0.388889,0.263186,0.352382,0.333199,0.122972,0.100525,0.142304
data_augmented_world_model,cluttered_navigation_grasp,payload_shift,combined_stress,4,72,0.472222,0.258859,0.354862,0.337017,0.119642,0.108476,0.135582
data_augmented_world_model,cluttered_navigation_grasp,payload_shift,combined_stress,5,72,0.402778,0.267568,0.346773,0.336917,0.123887,0.102545,0.136238
data_augmented_world_model,cluttered_navigation_grasp,payload_shift,combined_stress,6,72,0.402778,0.252089,0.348488,0.334663,0.119193,0.108009,0.136570
data_augmented_world_model,cluttered_navigation_grasp,combined_hidden_mechanisms,in_distribution,0,72,0.430556,0.288461,0.338750,0.326291,0.120858,0.087792,0.137334
data_augmented_world_model,cluttered_navigation_grasp,combined_hidden_mechanisms,in_distribution,1,72,0.444444,0.295643,0.336368,0.318995,0.124490,0.095657,0.139644
data_augmented_world_model,cluttered_navigation_grasp,combined_hidden_mechanisms,in_distribution,2,72,0.500000,0.276352,0.331044,0.328917,0.121654,0.099586,0.142965
data_augmented_world_model,cluttered_navigation_grasp,combined_hidden_mechanisms,in_distribution,3,72,0.402778,0.290420,0.334578,0.315179,0.125530,0.096761,0.136956
data_augmented_world_model,cluttered_navigation_grasp,combined_hidden_mechanisms,in_distribution,4,72,0.388889,0.275445,0.334607,0.320373,0.126643,0.100508,0.141365
data_augmented_world_model,cluttered_navigation_grasp,combined_hidden_mechanisms,in_distribution,5,72,0.472222,0.281577,0.331874,0.312170,0.125297,0.095562,0.136679
data_augmented_world_model,cluttered_navigation_grasp,combined_hidden_mechanisms,in_distribution,6,72,0.458333,0.307838,0.336575,0.331236,0.124179,0.099068,0.139621
data_augmented_world_model,cluttered_navigation_grasp,combined_hidden_mechanisms,hidden_mechanism,0,72,0.416667,0.290575,0.348487,0.346547,0.132568,0.105564,0.142108
data_augmented_world_model,cluttered_navigation_grasp,combined_hidden_mechanisms,hidden_mechanism,1,72,0.513889,0.270627,0.359270,0.341850,0.126609,0.105991,0.144487
data_augmented_world_model,cluttered_navigation_grasp,combined_hidden_mechanisms,hidden_mechanism,2,72,0.430556,0.264109,0.358164,0.345518,0.135372,0.101668,0.144493
data_augmented_world_model,cluttered_navigation_grasp,combined_hidden_mechanisms,hidden_mechanism,3,72,0.347222,0.274992,0.364313,0.337978,0.135273,0.101686,0.144009
data_augmented_world_model,cluttered_navigation_grasp,combined_hidden_mechanisms,hidden_mechanism,4,72,0.430556,0.288202,0.364552,0.340248,0.127437,0.100899,0.144520
data_augmented_world_model,cluttered_navigation_grasp,combined_hidden_mechanisms,hidden_mechanism,5,72,0.430556,0.273807,0.355919,0.343547,0.125968,0.100069,0.147933
data_augmented_world_model,cluttered_navigation_grasp,combined_hidden_mechanisms,hidden_mechanism,6,72,0.430556,0.289311,0.358514,0.342674,0.125305,0.101963,0.144639
data_augmented_world_model,cluttered_navigation_grasp,combined_hidden_mechanisms,long_horizon,0,72,0.361111,0.272215,0.347533,0.337621,0.132222,0.099444,0.144355
data_augmented_world_model,cluttered_navigation_grasp,combined_hidden_mechanisms,long_horizon,1,72,0.388889,0.268532,0.345322,0.331868,0.128774,0.105224,0.145748
data_augmented_world_model,cluttered_navigation_grasp,combined_hidden_mechanisms,long_horizon,2,72,0.361111,0.264754,0.347826,0.338400,0.128419,0.096923,0.143639
data_augmented_world_model,cluttered_navigation_grasp,combined_hidden_mechanisms,long_horizon,3,72,0.333333,0.275596,0.347721,0.332139,0.127687,0.107095,0.144187
data_augmented_world_model,cluttered_navigation_grasp,combined_hidden_mechanisms,long_horizon,4,72,0.388889,0.273741,0.353260,0.335073,0.130705,0.103923,0.145990
data_augmented_world_model,cluttered_navigation_grasp,combined_hidden_mechanisms,long_horizon,5,72,0.375000,0.264685,0.351364,0.329704,0.125755,0.108747,0.147586
data_augmented_world_model,cluttered_navigation_grasp,combined_hidden_mechanisms,long_horizon,6,72,0.402778,0.274669,0.348463,0.342612,0.127158,0.102202,0.146410
data_augmented_world_model,cluttered_navigation_grasp,combined_hidden_mechanisms,sparse_observation,0,72,0.444444,0.242756,0.375976,0.369223,0.130296,0.104573,0.151566
data_augmented_world_model,cluttered_navigation_grasp,combined_hidden_mechanisms,sparse_observation,1,72,0.361111,0.233858,0.378213,0.369590,0.137237,0.111205,0.153521
data_augmented_world_model,cluttered_navigation_grasp,combined_hidden_mechanisms,sparse_observation,2,72,0.319444,0.251741,0.378950,0.366881,0.140641,0.109206,0.154339
data_augmented_world_model,cluttered_navigation_grasp,combined_hidden_mechanisms,sparse_observation,3,72,0.375000,0.255721,0.383048,0.364649,0.137917,0.107012,0.152391
data_augmented_world_model,cluttered_navigation_grasp,combined_hidden_mechanisms,sparse_observation,4,72,0.472222,0.253633,0.382344,0.358220,0.139596,0.106654,0.155168
data_augmented_world_model,cluttered_navigation_grasp,combined_hidden_mechanisms,sparse_observation,5,72,0.361111,0.246215,0.387787,0.361529,0.139650,0.109429,0.150720
data_augmented_world_model,cluttered_navigation_grasp,combined_hidden_mechanisms,sparse_observation,6,72,0.472222,0.230050,0.381423,0.360597,0.131472,0.105373,0.148150
data_augmented_world_model,cluttered_navigation_grasp,combined_hidden_mechanisms,combined_stress,0,72,0.416667,0.231276,0.390023,0.365200,0.132783,0.113191,0.148454
data_augmented_world_model,cluttered_navigation_grasp,combined_hidden_mechanisms,combined_stress,1,72,0.291667,0.231338,0.382324,0.375521,0.136966,0.105348,0.152334
data_augmented_world_model,cluttered_navigation_grasp,combined_hidden_mechanisms,combined_stress,2,72,0.263889,0.238032,0.378227,0.361408,0.137161,0.108000,0.151046
data_augmented_world_model,cluttered_navigation_grasp,combined_hidden_mechanisms,combined_stress,3,72,0.333333,0.246543,0.375274,0.361026,0.131990,0.107501,0.152694
data_augmented_world_model,cluttered_navigation_grasp,combined_hidden_mechanisms,combined_stress,4,72,0.333333,0.222358,0.384666,0.370100,0.137314,0.106312,0.153367
data_augmented_world_model,cluttered_navigation_grasp,combined_hidden_mechanisms,combined_stress,5,72,0.236111,0.247001,0.380930,0.371567,0.134578,0.116945,0.154474
data_augmented_world_model,cluttered_navigation_grasp,combined_hidden_mechanisms,combined_stress,6,72,0.375000,0.253565,0.386230,0.366748,0.134863,0.108835,0.150424
scalar_uncertainty_planner,drawer_contact_repair,nominal,in_distribution,0,72,0.791667,0.452500,0.210318,0.195860,0.074033,0.125926,0.079952
scalar_uncertainty_planner,drawer_contact_repair,nominal,in_distribution,1,72,0.666667,0.443561,0.199361,0.197704,0.073557,0.123667,0.075955
scalar_uncertainty_planner,drawer_contact_repair,nominal,in_distribution,2,72,0.708333,0.428049,0.196145,0.195591,0.073054,0.127540,0.078448
scalar_uncertainty_planner,drawer_contact_repair,nominal,in_distribution,3,72,0.666667,0.444813,0.196312,0.199988,0.072845,0.128199,0.073259
scalar_uncertainty_planner,drawer_contact_repair,nominal,in_distribution,4,72,0.708333,0.436655,0.210915,0.199997,0.081069,0.129677,0.074849
scalar_uncertainty_planner,drawer_contact_repair,nominal,in_distribution,5,72,0.694444,0.436541,0.207104,0.188925,0.076124,0.128593,0.071141
scalar_uncertainty_planner,drawer_contact_repair,nominal,in_distribution,6,72,0.666667,0.435327,0.200484,0.201732,0.071223,0.130621,0.079324
scalar_uncertainty_planner,drawer_contact_repair,nominal,hidden_mechanism,0,72,0.652778,0.406861,0.223115,0.221599,0.081149,0.127443,0.083445
scalar_uncertainty_planner,drawer_contact_repair,nominal,hidden_mechanism,1,72,0.597222,0.410176,0.225609,0.207930,0.077852,0.129629,0.090014
scalar_uncertainty_planner,drawer_contact_repair,nominal,hidden_mechanism,2,72,0.569444,0.411045,0.223332,0.214426,0.076612,0.129388,0.091458
scalar_uncertainty_planner,drawer_contact_repair,nominal,hidden_mechanism,3,72,0.583333,0.402484,0.224038,0.222130,0.081977,0.125120,0.090725
scalar_uncertainty_planner,drawer_contact_repair,nominal,hidden_mechanism,4,72,0.708333,0.407491,0.218161,0.224688,0.083410,0.137580,0.085407
scalar_uncertainty_planner,drawer_contact_repair,nominal,hidden_mechanism,5,72,0.638889,0.420981,0.221869,0.229220,0.081875,0.136534,0.084802
scalar_uncertainty_planner,drawer_contact_repair,nominal,hidden_mechanism,6,72,0.652778,0.408658,0.227501,0.217893,0.081020,0.138142,0.087249
scalar_uncertainty_planner,drawer_contact_repair,nominal,long_horizon,0,72,0.708333,0.425046,0.214757,0.221857,0.078697,0.125827,0.084503
scalar_uncertainty_planner,drawer_contact_repair,nominal,long_horizon,1,72,0.652778,0.427335,0.216931,0.221405,0.080325,0.131195,0.084201
scalar_uncertainty_planner,drawer_contact_repair,nominal,long_horizon,2,72,0.652778,0.432719,0.216203,0.209147,0.081994,0.128827,0.086572
scalar_uncertainty_planner,drawer_contact_repair,nominal,long_horizon,3,72,0.777778,0.417017,0.224095,0.212171,0.089597,0.131742,0.078496
scalar_uncertainty_planner,drawer_contact_repair,nominal,long_horizon,4,72,0.680556,0.429145,0.219725,0.209788,0.083380,0.131664,0.086608
scalar_uncertainty_planner,drawer_contact_repair,nominal,long_horizon,5,72,0.708333,0.406319,0.217775,0.216634,0.077509,0.132728,0.083357
scalar_uncertainty_planner,drawer_contact_repair,nominal,long_horizon,6,72,0.611111,0.428254,0.222249,0.212380,0.076362,0.125898,0.081694
scalar_uncertainty_planner,drawer_contact_repair,nominal,sparse_observation,0,72,0.569444,0.396013,0.244065,0.230449,0.092562,0.138733,0.088115
scalar_uncertainty_planner,drawer_contact_repair,nominal,sparse_observation,1,72,0.583333,0.406540,0.246636,0.236517,0.085864,0.141858,0.091640
scalar_uncertainty_planner,drawer_contact_repair,nominal,sparse_observation,2,72,0.513889,0.382975,0.239587,0.228385,0.088240,0.134804,0.091973
scalar_uncertainty_planner,drawer_contact_repair,nominal,sparse_observation,3,72,0.638889,0.390444,0.248737,0.241949,0.085530,0.139124,0.090893
scalar_uncertainty_planner,drawer_contact_repair,nominal,sparse_observation,4,72,0.680556,0.393848,0.241809,0.234833,0.089268,0.135989,0.091259
scalar_uncertainty_planner,drawer_contact_repair,nominal,sparse_observation,5,72,0.583333,0.368343,0.242088,0.239916,0.088642,0.130598,0.088865
scalar_uncertainty_planner,drawer_contact_repair,nominal,sparse_observation,6,72,0.500000,0.396598,0.245408,0.236602,0.090395,0.138735,0.091312
scalar_uncertainty_planner,drawer_contact_repair,nominal,combined_stress,0,72,0.513889,0.382131,0.239453,0.237796,0.084941,0.141088,0.087799
scalar_uncertainty_planner,drawer_contact_repair,nominal,combined_stress,1,72,0.597222,0.387493,0.247621,0.241390,0.084117,0.134929,0.091705
scalar_uncertainty_planner,drawer_contact_repair,nominal,combined_stress,2,72,0.500000,0.394210,0.253768,0.238692,0.085798,0.144371,0.087951
scalar_uncertainty_planner,drawer_contact_repair,nominal,combined_stress,3,72,0.527778,0.388289,0.250741,0.237324,0.087725,0.138413,0.091892
scalar_uncertainty_planner,drawer_contact_repair,nominal,combined_stress,4,72,0.611111,0.378260,0.245753,0.240741,0.090181,0.144008,0.092916
scalar_uncertainty_planner,drawer_contact_repair,nominal,combined_stress,5,72,0.597222,0.393743,0.245902,0.236736,0.084370,0.138259,0.092426
scalar_uncertainty_planner,drawer_contact_repair,nominal,combined_stress,6,72,0.500000,0.393280,0.249271,0.238696,0.091066,0.131882,0.095198
scalar_uncertainty_planner,drawer_contact_repair,friction_shift,in_distribution,0,72,0.611111,0.410389,0.234186,0.227625,0.084924,0.135574,0.088792
scalar_uncertainty_planner,drawer_contact_repair,friction_shift,in_distribution,1,72,0.652778,0.409714,0.237720,0.226348,0.086425,0.133921,0.088945
scalar_uncertainty_planner,drawer_contact_repair,friction_shift,in_distribution,2,72,0.638889,0.420741,0.239246,0.225936,0.085816,0.139679,0.092001
scalar_uncertainty_planner,drawer_contact_repair,friction_shift,in_distribution,3,72,0.611111,0.415121,0.224130,0.224869,0.084551,0.137891,0.096479
scalar_uncertainty_planner,drawer_contact_repair,friction_shift,in_distribution,4,72,0.583333,0.410777,0.232498,0.231190,0.085729,0.130784,0.095203
scalar_uncertainty_planner,drawer_contact_repair,friction_shift,in_distribution,5,72,0.611111,0.400071,0.239957,0.222911,0.088702,0.138217,0.089528
scalar_uncertainty_planner,drawer_contact_repair,friction_shift,in_distribution,6,72,0.541667,0.401710,0.227761,0.235720,0.084109,0.132311,0.094253
scalar_uncertainty_planner,drawer_contact_repair,friction_shift,hidden_mechanism,0,72,0.583333,0.390902,0.257031,0.246327,0.087964,0.138696,0.100000
scalar_uncertainty_planner,drawer_contact_repair,friction_shift,hidden_mechanism,1,72,0.555556,0.376827,0.242718,0.239073,0.092164,0.135721,0.095959
scalar_uncertainty_planner,drawer_contact_repair,friction_shift,hidden_mechanism,2,72,0.486111,0.389471,0.253993,0.237079,0.093171,0.141959,0.097765
scalar_uncertainty_planner,drawer_contact_repair,friction_shift,hidden_mechanism,3,72,0.597222,0.382500,0.251483,0.250180,0.088339,0.141882,0.098927
scalar_uncertainty_planner,drawer_contact_repair,friction_shift,hidden_mechanism,4,72,0.680556,0.384057,0.255464,0.247686,0.095975,0.135351,0.101679
scalar_uncertainty_planner,drawer_contact_repair,friction_shift,hidden_mechanism,5,72,0.555556,0.372012,0.246824,0.247426,0.094203,0.139813,0.098367
scalar_uncertainty_planner,drawer_contact_repair,friction_shift,hidden_mechanism,6,72,0.625000,0.396375,0.261160,0.245188,0.093954,0.143402,0.101786
scalar_uncertainty_planner,drawer_contact_repair,friction_shift,long_horizon,0,72,0.486111,0.404777,0.256584,0.245372,0.085551,0.132865,0.094305
scalar_uncertainty_planner,drawer_contact_repair,friction_shift,long_horizon,1,72,0.583333,0.392946,0.248483,0.240930,0.087508,0.144907,0.097244
scalar_uncertainty_planner,drawer_contact_repair,friction_shift,long_horizon,2,72,0.652778,0.407468,0.242124,0.249324,0.094603,0.137054,0.093285
scalar_uncertainty_planner,drawer_contact_repair,friction_shift,long_horizon,3,72,0.472222,0.382736,0.248195,0.241170,0.091270,0.141574,0.102633
scalar_uncertainty_planner,drawer_contact_repair,friction_shift,long_horizon,4,72,0.569444,0.389787,0.242740,0.246560,0.089466,0.133927,0.094956
scalar_uncertainty_planner,drawer_contact_repair,friction_shift,long_horizon,5,72,0.611111,0.377373,0.249664,0.238586,0.094716,0.137260,0.091817
scalar_uncertainty_planner,drawer_contact_repair,friction_shift,long_horizon,6,72,0.513889,0.385162,0.243835,0.240729,0.096016,0.139861,0.094916
scalar_uncertainty_planner,drawer_contact_repair,friction_shift,sparse_observation,0,72,0.513889,0.369441,0.277170,0.258565,0.097268,0.149882,0.104120
scalar_uncertainty_planner,drawer_contact_repair,friction_shift,sparse_observation,1,72,0.500000,0.348863,0.274336,0.269121,0.097976,0.140779,0.107488
scalar_uncertainty_planner,drawer_contact_repair,friction_shift,sparse_observation,2,72,0.527778,0.342537,0.268454,0.265495,0.101747,0.140493,0.107444
scalar_uncertainty_planner,drawer_contact_repair,friction_shift,sparse_observation,3,72,0.597222,0.347726,0.276368,0.269380,0.096747,0.151238,0.106126
scalar_uncertainty_planner,drawer_contact_repair,friction_shift,sparse_observation,4,72,0.500000,0.369019,0.272322,0.270203,0.099616,0.149870,0.104820
scalar_uncertainty_planner,drawer_contact_repair,friction_shift,sparse_observation,5,72,0.680556,0.361098,0.269079,0.261162,0.098794,0.144715,0.106599
scalar_uncertainty_planner,drawer_contact_repair,friction_shift,sparse_observation,6,72,0.611111,0.362733,0.273074,0.261960,0.095923,0.143600,0.104500
scalar_uncertainty_planner,drawer_contact_repair,friction_shift,combined_stress,0,72,0.472222,0.364141,0.278999,0.263088,0.095188,0.146314,0.109419
scalar_uncertainty_planner,drawer_contact_repair,friction_shift,combined_stress,1,72,0.555556,0.343056,0.281542,0.268774,0.098375,0.143913,0.105536
scalar_uncertainty_planner,drawer_contact_repair,friction_shift,combined_stress,2,72,0.472222,0.354598,0.276712,0.263727,0.099205,0.141400,0.100066
scalar_uncertainty_planner,drawer_contact_repair,friction_shift,combined_stress,3,72,0.555556,0.364197,0.269503,0.266927,0.100458,0.147498,0.105078
scalar_uncertainty_planner,drawer_contact_repair,friction_shift,combined_stress,4,72,0.541667,0.342059,0.279204,0.266493,0.098052,0.151601,0.108221
scalar_uncertainty_planner,drawer_contact_repair,friction_shift,combined_stress,5,72,0.583333,0.359486,0.267304,0.269179,0.097881,0.151224,0.113298
scalar_uncertainty_planner,drawer_contact_repair,friction_shift,combined_stress,6,72,0.583333,0.353831,0.271789,0.270037,0.101217,0.150564,0.097505
scalar_uncertainty_planner,drawer_contact_repair,compliance_shift,in_distribution,0,72,0.652778,0.411389,0.233765,0.230800,0.089265,0.131492,0.092199
scalar_uncertainty_planner,drawer_contact_repair,compliance_shift,in_distribution,1,72,0.625000,0.396940,0.234880,0.229396,0.094671,0.141789,0.092439
scalar_uncertainty_planner,drawer_contact_repair,compliance_shift,in_distribution,2,72,0.597222,0.387513,0.241170,0.228145,0.088062,0.134352,0.094407
scalar_uncertainty_planner,drawer_contact_repair,compliance_shift,in_distribution,3,72,0.638889,0.413947,0.242038,0.235540,0.087526,0.136577,0.090289
scalar_uncertainty_planner,drawer_contact_repair,compliance_shift,in_distribution,4,72,0.680556,0.404090,0.235998,0.234565,0.087197,0.134170,0.091587
scalar_uncertainty_planner,drawer_contact_repair,compliance_shift,in_distribution,5,72,0.569444,0.404113,0.250720,0.236679,0.082825,0.133456,0.096573
scalar_uncertainty_planner,drawer_contact_repair,compliance_shift,in_distribution,6,72,0.555556,0.391888,0.236196,0.232867,0.085746,0.136048,0.092343
