method,split,seed,mean_success,mean_mechanism_f1,mean_invalid_repair_rate,mean_repeat_failure_rate,mean_damage_rate,mean_diagnostic_probe_cost,mean_calibration_error,mean_abstention_rate,mean_budget_violation_rate,mean_predicted_breach_risk,mean_realized_breach_risk,mean_repair_utility,ci95_success,ci95_mechanism_f1,ci95_invalid_repair_rate,ci95_repeat_failure_rate,ci95_damage_rate,ci95_diagnostic_probe_cost,ci95_calibration_error,ci95_abstention_rate,ci95_budget_violation_rate,ci95_predicted_breach_risk,ci95_realized_breach_risk,ci95_repair_utility,rows
causal_query_repair,sparse_observation,6,0.635417,0.561059,0.168721,0.165245,0.073303,0.279855,0.073385,0.127347,0.138727,0.167696,0.145171,0.227255,0.048204,0.003161,0.001800,0.001363,0.000582,0.000875,0.000499,0.001018,0.001024,0.001231,0.001111,0.049022,384
causal_query_repair,sparse_observation,7,0.687500,0.561274,0.168743,0.165290,0.073373,0.279858,0.073122,0.127595,0.138704,0.167697,0.144785,0.279388,0.046421,0.003100,0.001765,0.001349,0.000581,0.000847,0.000477,0.001029,0.001018,0.001204,0.001145,0.047315,384
causal_query_repair,sparse_observation,8,0.677083,0.560352,0.168788,0.164722,0.073167,0.279948,0.073198,0.127911,0.139013,0.167921,0.145183,0.268948,0.046830,0.003008,0.001746,0.001345,0.000587,0.000831,0.000478,0.001012,0.001032,0.001231,0.001128,0.047624,384
causal_query_repair,sparse_observation,9,0.653646,0.561276,0.168805,0.164715,0.072990,0.279971,0.073273,0.127479,0.138654,0.167735,0.144736,0.246269,0.047653,0.003103,0.001801,0.001314,0.000618,0.000844,0.000507,0.000981,0.001033,0.001218,0.001145,0.048532,384
conformal_risk_filter,combined_stress,0,0.471354,0.374256,0.243049,0.243480,0.089868,0.209799,0.083898,0.215351,0.163173,0.208532,0.171121,-0.165025,0.049993,0.004409,0.001711,0.001428,0.000552,0.000726,0.000501,0.001486,0.000949,0.001133,0.001047,0.050653,384
conformal_risk_filter,combined_stress,1,0.515625,0.375011,0.242845,0.242818,0.089888,0.209741,0.083764,0.215317,0.163359,0.208695,0.171661,-0.119838,0.050051,0.004330,0.001737,0.001378,0.000520,0.000734,0.000501,0.001431,0.000975,0.001159,0.001090,0.051222,384
conformal_risk_filter,combined_stress,2,0.526042,0.374452,0.242118,0.243714,0.089790,0.209579,0.084019,0.215784,0.163055,0.208697,0.171211,-0.109525,0.050008,0.004305,0.001742,0.001411,0.000533,0.000736,0.000479,0.001432,0.000914,0.001077,0.001003,0.051135,384
conformal_risk_filter,combined_stress,3,0.479167,0.374604,0.242559,0.243239,0.089624,0.209530,0.083788,0.215561,0.163088,0.208722,0.171358,-0.156047,0.050032,0.004355,0.001733,0.001449,0.000516,0.000773,0.000514,0.001479,0.000903,0.001077,0.001016,0.051013,384
conformal_risk_filter,combined_stress,4,0.507812,0.374228,0.242733,0.243503,0.089834,0.209421,0.084014,0.215429,0.162964,0.208528,0.171210,-0.128099,0.050070,0.004372,0.001719,0.001397,0.000534,0.000720,0.000513,0.001475,0.000921,0.001099,0.000999,0.050818,384
conformal_risk_filter,combined_stress,5,0.500000,0.374043,0.242529,0.243511,0.089706,0.209409,0.083907,0.215619,0.162957,0.208396,0.171203,-0.135631,0.050076,0.004286,0.001736,0.001459,0.000542,0.000757,0.000467,0.001432,0.000926,0.001118,0.001029,0.051057,384
conformal_risk_filter,combined_stress,6,0.492188,0.374255,0.242648,0.243251,0.090007,0.209749,0.084085,0.215834,0.163020,0.208530,0.171328,-0.143876,0.050070,0.004431,0.001764,0.001419,0.000536,0.000747,0.000504,0.001442,0.000925,0.001091,0.001036,0.051260,384
conformal_risk_filter,combined_stress,7,0.494792,0.373805,0.242257,0.243258,0.090070,0.209669,0.083811,0.215749,0.163380,0.208876,0.171320,-0.141177,0.050073,0.004366,0.001769,0.001385,0.000541,0.000714,0.000503,0.001457,0.000923,0.001115,0.001006,0.050680,384
conformal_risk_filter,combined_stress,8,0.479167,0.374488,0.242423,0.243201,0.089957,0.209200,0.083833,0.215179,0.162928,0.208678,0.170931,-0.156028,0.050032,0.004349,0.001793,0.001411,0.000548,0.000702,0.000498,0.001472,0.000949,0.001119,0.001053,0.050918,384
conformal_risk_filter,combined_stress,9,0.505208,0.374677,0.243132,0.243213,0.089647,0.209435,0.084157,0.215640,0.163248,0.208791,0.171605,-0.130801,0.050073,0.004287,0.001767,0.001435,0.000529,0.000749,0.000495,0.001468,0.000923,0.001093,0.001009,0.051262,384
conformal_risk_filter,hidden_mechanism,0,0.549479,0.397270,0.219742,0.216242,0.079312,0.203013,0.073769,0.187673,0.146502,0.185681,0.153049,-0.001594,0.049830,0.004798,0.002189,0.001620,0.000708,0.000869,0.000670,0.001912,0.001222,0.001513,0.001326,0.051393,384
conformal_risk_filter,hidden_mechanism,1,0.585938,0.397372,0.219943,0.215758,0.079504,0.203001,0.073860,0.187775,0.146544,0.185818,0.153144,0.034798,0.049330,0.004719,0.002196,0.001657,0.000739,0.000837,0.000679,0.001934,0.001245,0.001546,0.001385,0.050704,384
conformal_risk_filter,hidden_mechanism,2,0.570312,0.396588,0.219974,0.215994,0.079500,0.203302,0.073669,0.187842,0.146741,0.186230,0.153344,0.018572,0.049578,0.004753,0.002143,0.001657,0.000724,0.000867,0.000671,0.001901,0.001235,0.001534,0.001348,0.050421,384
conformal_risk_filter,hidden_mechanism,3,0.562500,0.396314,0.219330,0.216014,0.079481,0.203347,0.073870,0.187965,0.146110,0.185007,0.152943,0.011520,0.049683,0.004812,0.002167,0.001617,0.000694,0.000879,0.000670,0.001921,0.001236,0.001522,0.001339,0.051499,384
conformal_risk_filter,hidden_mechanism,4,0.598958,0.397314,0.220366,0.216050,0.079564,0.203245,0.074121,0.187765,0.146632,0.186142,0.152919,0.046851,0.049085,0.004732,0.002155,0.001600,0.000734,0.000871,0.000684,0.001923,0.001227,0.001488,0.001335,0.050515,384
conformal_risk_filter,hidden_mechanism,5,0.557292,0.396895,0.219531,0.215503,0.079679,0.203396,0.073926,0.187838,0.146712,0.186041,0.153253,0.006109,0.049746,0.004895,0.002179,0.001640,0.000712,0.000892,0.000669,0.001933,0.001211,0.001498,0.001313,0.052330,384
conformal_risk_filter,hidden_mechanism,6,0.513021,0.397586,0.219462,0.216070,0.079728,0.203353,0.073753,0.187575,0.146523,0.185538,0.153281,-0.038076,0.050059,0.004764,0.002149,0.001633,0.000731,0.000876,0.000664,0.001908,0.001213,0.001489,0.001326,0.051863,384
conformal_risk_filter,hidden_mechanism,7,0.528646,0.397021,0.219790,0.215978,0.079219,0.203319,0.073750,0.187769,0.146239,0.185502,0.152812,-0.022183,0.049993,0.004808,0.002205,0.001608,0.000734,0.000880,0.000689,0.001927,0.001235,0.001537,0.001364,0.051557,384
conformal_risk_filter,hidden_mechanism,8,0.575521,0.397497,0.220089,0.215761,0.079354,0.203443,0.073833,0.187727,0.146632,0.186132,0.153234,0.024280,0.049501,0.004757,0.002171,0.001640,0.000720,0.000851,0.000689,0.001948,0.001252,0.001531,0.001383,0.051198,384
conformal_risk_filter,hidden_mechanism,9,0.549479,0.397091,0.220107,0.216563,0.079660,0.203415,0.073474,0.187820,0.146121,0.185143,0.152822,-0.002353,0.049830,0.004770,0.002161,0.001669,0.000703,0.000885,0.000677,0.001906,0.001257,0.001526,0.001374,0.051416,384
conformal_risk_filter,in_distribution,0,0.601562,0.410969,0.206708,0.202668,0.074478,0.199798,0.068129,0.173190,0.137972,0.173480,0.143398,0.095169,0.049032,0.004806,0.002214,0.001684,0.000712,0.000886,0.000660,0.001926,0.001260,0.001546,0.001389,0.050403,384
conformal_risk_filter,in_distribution,1,0.544271,0.410836,0.207155,0.202650,0.073950,0.199787,0.068272,0.173261,0.137915,0.173844,0.143623,0.037937,0.049879,0.004748,0.002203,0.001670,0.000701,0.000845,0.000701,0.001957,0.001217,0.001513,0.001335,0.051418,384
conformal_risk_filter,in_distribution,2,0.583333,0.409941,0.207192,0.202970,0.073966,0.199317,0.068528,0.173016,0.137934,0.174138,0.143743,0.076434,0.049375,0.004818,0.002190,0.001681,0.000716,0.000896,0.000658,0.001922,0.001244,0.001519,0.001366,0.050999,384
conformal_risk_filter,in_distribution,3,0.635417,0.410590,0.207109,0.202779,0.074167,0.199408,0.068223,0.173150,0.137626,0.173302,0.143206,0.129061,0.048204,0.004857,0.002208,0.001687,0.000746,0.000866,0.000678,0.001940,0.001241,0.001528,0.001349,0.049572,384
conformal_risk_filter,in_distribution,4,0.583333,0.409969,0.207807,0.203224,0.074325,0.199281,0.068603,0.173607,0.137853,0.173963,0.143197,0.075207,0.049375,0.004775,0.002161,0.001670,0.000721,0.000871,0.000696,0.001930,0.001209,0.001505,0.001353,0.051062,384
conformal_risk_filter,in_distribution,5,0.596354,0.410219,0.207074,0.202477,0.074043,0.199137,0.068306,0.173099,0.138112,0.173773,0.143708,0.090005,0.049137,0.004756,0.002124,0.001707,0.000719,0.000861,0.000681,0.001910,0.001233,0.001546,0.001343,0.050759,384
conformal_risk_filter,in_distribution,6,0.541667,0.410799,0.207260,0.202856,0.074122,0.199362,0.068201,0.173027,0.137748,0.173495,0.143523,0.035203,0.049901,0.004824,0.002174,0.001671,0.000744,0.000869,0.000671,0.001950,0.001233,0.001506,0.001364,0.051183,384
conformal_risk_filter,in_distribution,7,0.585938,0.410795,0.207289,0.202922,0.074336,0.199610,0.068193,0.172544,0.137816,0.173907,0.143455,0.079153,0.049330,0.004822,0.002174,0.001646,0.000713,0.000886,0.000700,0.001906,0.001239,0.001566,0.001381,0.051311,384
conformal_risk_filter,in_distribution,8,0.575521,0.410401,0.207098,0.203148,0.074642,0.199336,0.068298,0.172984,0.137922,0.173673,0.143533,0.068149,0.049501,0.004781,0.002180,0.001693,0.000731,0.000828,0.000682,0.001899,0.001246,0.001541,0.001365,0.050918,384
conformal_risk_filter,in_distribution,9,0.570312,0.410561,0.207495,0.202674,0.074293,0.199355,0.068148,0.172852,0.138107,0.173705,0.143624,0.063349,0.049578,0.004803,0.002176,0.001667,0.000734,0.000895,0.000695,0.001946,0.001229,0.001532,0.001357,0.051048,384
conformal_risk_filter,long_horizon,0,0.526042,0.400044,0.225187,0.229862,0.082590,0.202803,0.074550,0.192714,0.151749,0.190927,0.158305,-0.047887,0.050008,0.004722,0.002101,0.001692,0.000719,0.000867,0.000660,0.001895,0.001182,0.001462,0.001301,0.051233,384
conformal_risk_filter,long_horizon,1,0.510417,0.400586,0.225419,0.229760,0.082457,0.202507,0.074543,0.193153,0.151472,0.190398,0.158460,-0.063140,0.050065,0.004764,0.002137,0.001628,0.000703,0.000877,0.000688,0.001910,0.001215,0.001489,0.001313,0.051800,384
conformal_risk_filter,long_horizon,2,0.523438,0.400785,0.225426,0.229835,0.082468,0.202205,0.074738,0.192378,0.151788,0.190906,0.158217,-0.050190,0.050021,0.004755,0.002129,0.001658,0.000671,0.000817,0.000692,0.001913,0.001222,0.001495,0.001280,0.050821,384
conformal_risk_filter,long_horizon,3,0.552083,0.400327,0.225474,0.229842,0.082784,0.202865,0.074701,0.192690,0.151700,0.190907,0.158646,-0.022265,0.049803,0.004856,0.002103,0.001629,0.000715,0.000872,0.000696,0.001902,0.001214,0.001467,0.001367,0.051608,384
conformal_risk_filter,long_horizon,4,0.526042,0.399978,0.225544,0.229459,0.082852,0.202724,0.074729,0.192592,0.151360,0.190285,0.158084,-0.047999,0.050008,0.004846,0.002129,0.001619,0.000704,0.000856,0.000654,0.001874,0.001212,0.001519,0.001300,0.050770,384
conformal_risk_filter,long_horizon,5,0.585938,0.400037,0.225005,0.229968,0.082789,0.202841,0.074674,0.192309,0.151552,0.190712,0.158245,0.012010,0.049330,0.004736,0.002159,0.001616,0.000699,0.000871,0.000695,0.001899,0.001188,0.001468,0.001324,0.050713,384
conformal_risk_filter,long_horizon,6,0.604167,0.400009,0.225669,0.230061,0.082533,0.202727,0.074726,0.192932,0.151298,0.190286,0.157864,0.029860,0.048977,0.004769,0.002126,0.001706,0.000709,0.000845,0.000658,0.001896,0.001192,0.001476,0.001301,0.049993,384
conformal_risk_filter,long_horizon,7,0.523438,0.400117,0.225577,0.230293,0.082688,0.202673,0.074775,0.192506,0.151636,0.190665,0.158347,-0.051233,0.050021,0.004762,0.002095,0.001650,0.000695,0.000862,0.000682,0.001927,0.001141,0.001409,0.001279,0.051515,384
conformal_risk_filter,long_horizon,8,0.520833,0.400512,0.225459,0.230194,0.082622,0.202658,0.074714,0.192795,0.151476,0.190572,0.158102,-0.053366,0.050032,0.004738,0.002128,0.001672,0.000672,0.000898,0.000697,0.001908,0.001155,0.001476,0.001294,0.051656,384
conformal_risk_filter,long_horizon,9,0.513021,0.399485,0.225906,0.229675,0.082795,0.202774,0.074434,0.192554,0.151172,0.189959,0.157995,-0.061357,0.050059,0.004811,0.002096,0.001676,0.000701,0.000904,0.000645,0.001889,0.001175,0.001459,0.001303,0.052316,384
conformal_risk_filter,sparse_observation,0,0.510417,0.378383,0.231001,0.227626,0.084429,0.208449,0.081609,0.206614,0.155171,0.199742,0.163293,-0.086889,0.050065,0.004344,0.002014,0.001515,0.000651,0.000742,0.000557,0.001613,0.001028,0.001260,0.001142,0.050926,384
conformal_risk_filter,sparse_observation,1,0.489583,0.378556,0.230908,0.228096,0.084730,0.208704,0.081397,0.206650,0.155300,0.199978,0.163069,-0.108311,0.050065,0.004373,0.001951,0.001562,0.000646,0.000770,0.000548,0.001618,0.001087,0.001271,0.001185,0.051224,384
conformal_risk_filter,sparse_observation,2,0.536458,0.378196,0.230741,0.227867,0.084531,0.208649,0.081603,0.206450,0.155026,0.199398,0.163026,-0.060897,0.049942,0.004386,0.001975,0.001472,0.000670,0.000741,0.000556,0.001600,0.001100,0.001296,0.001211,0.051391,384
conformal_risk_filter,sparse_observation,3,0.473958,0.377409,0.231312,0.227634,0.084657,0.208563,0.081608,0.206724,0.154985,0.199969,0.162954,-0.124146,0.050008,0.004443,0.001964,0.001474,0.000627,0.000804,0.000519,0.001572,0.001118,0.001324,0.001189,0.051395,384
conformal_risk_filter,sparse_observation,4,0.500000,0.377643,0.231000,0.227682,0.084524,0.208326,0.081382,0.206763,0.155530,0.200274,0.163391,-0.097800,0.050076,0.004361,0.001965,0.001506,0.000645,0.000770,0.000533,0.001586,0.001065,0.001229,0.001169,0.051343,384
conformal_risk_filter,sparse_observation,5,0.492188,0.378534,0.230986,0.227317,0.084587,0.208452,0.081344,0.206210,0.155041,0.199673,0.162874,-0.104671,0.050070,0.004431,0.001999,0.001544,0.000670,0.000753,0.000530,0.001580,0.001090,0.001284,0.001186,0.050414,384
conformal_risk_filter,sparse_observation,6,0.489583,0.378077,0.231456,0.227607,0.084877,0.208411,0.081633,0.206551,0.155191,0.199898,0.162926,-0.108702,0.050065,0.004444,0.001985,0.001519,0.000642,0.000742,0.000536,0.001630,0.001068,0.001242,0.001179,0.051441,384
conformal_risk_filter,sparse_observation,7,0.502604,0.378397,0.230719,0.227681,0.084747,0.208261,0.081667,0.206884,0.155176,0.199910,0.162877,-0.094846,0.050075,0.004473,0.002036,0.001538,0.000635,0.000758,0.000531,0.001600,0.001071,0.001263,0.001167,0.051128,384
conformal_risk_filter,sparse_observation,8,0.562500,0.378358,0.231133,0.227972,0.084650,0.208351,0.081389,0.206780,0.155089,0.199727,0.162879,-0.035270,0.049683,0.004347,0.001985,0.001517,0.000637,0.000757,0.000523,0.001607,0.001110,0.001286,0.001211,0.051263,384
conformal_risk_filter,sparse_observation,9,0.515625,0.377644,0.230664,0.227507,0.084518,0.208973,0.081272,0.206481,0.154910,0.199292,0.162617,-0.081404,0.050051,0.004449,0.001986,0.001499,0.000642,0.000803,0.000504,0.001608,0.001080,0.001276,0.001176,0.051562,384
counterfactual_mechanism_audit_v5,combined_stress,0,0.815104,0.705862,0.104863,0.095150,0.053357,0.194932,0.045354,0.144681,0.051153,0.092106,0.044250,0.683737,0.038880,0.001982,0.001326,0.000945,0.000417,0.000562,0.000405,0.000919,0.000589,0.000735,0.000690,0.038843,384
counterfactual_mechanism_audit_v5,combined_stress,1,0.809896,0.706608,0.104565,0.095063,0.053252,0.194951,0.045437,0.144999,0.050580,0.091613,0.043594,0.679487,0.039298,0.001889,0.001327,0.000970,0.000415,0.000563,0.000400,0.000947,0.000599,0.000741,0.000701,0.039269,384
counterfactual_mechanism_audit_v5,combined_stress,2,0.789062,0.706242,0.104680,0.094924,0.053331,0.194578,0.045291,0.145218,0.050974,0.092101,0.043874,0.658343,0.040859,0.001971,0.001269,0.000948,0.000401,0.000545,0.000376,0.000941,0.000600,0.000765,0.000711,0.040888,384
counterfactual_mechanism_audit_v5,combined_stress,3,0.799479,0.705750,0.104724,0.095047,0.053246,0.194674,0.045345,0.144909,0.050711,0.091539,0.043773,0.668718,0.040100,0.001965,0.001332,0.000943,0.000406,0.000566,0.000362,0.000925,0.000608,0.000778,0.000708,0.040302,384
counterfactual_mechanism_audit_v5,combined_stress,4,0.796875,0.705620,0.104668,0.095106,0.052971,0.194532,0.045327,0.144806,0.050893,0.091994,0.043907,0.666321,0.040293,0.001963,0.001305,0.001018,0.000421,0.000581,0.000395,0.000933,0.000635,0.000824,0.000738,0.040685,384
counterfactual_mechanism_audit_v5,combined_stress,5,0.815104,0.705956,0.104380,0.094623,0.053322,0.194617,0.045633,0.145054,0.050668,0.091620,0.043563,0.684840,0.038880,0.001993,0.001270,0.000963,0.000424,0.000579,0.000402,0.000926,0.000623,0.000795,0.000702,0.039311,384
counterfactual_mechanism_audit_v5,combined_stress,6,0.822917,0.704243,0.104461,0.094713,0.053466,0.194723,0.045309,0.145236,0.051115,0.092181,0.043897,0.691595,0.038232,0.001983,0.001244,0.000970,0.000425,0.000577,0.000375,0.000937,0.000634,0.000777,0.000727,0.038470,384
counterfactual_mechanism_audit_v5,combined_stress,7,0.768229,0.706200,0.104895,0.094890,0.053177,0.194878,0.045643,0.144922,0.050679,0.091747,0.043636,0.637455,0.042260,0.001906,0.001284,0.000952,0.000421,0.000570,0.000367,0.000938,0.000601,0.000768,0.000693,0.042570,384
counterfactual_mechanism_audit_v5,combined_stress,8,0.796875,0.705131,0.105054,0.094810,0.053157,0.194650,0.045530,0.145088,0.050840,0.091940,0.043845,0.665667,0.040293,0.001929,0.001274,0.000957,0.000431,0.000535,0.000369,0.000955,0.000641,0.000798,0.000743,0.040631,384
counterfactual_mechanism_audit_v5,combined_stress,9,0.799479,0.705384,0.104892,0.095402,0.053215,0.194503,0.045291,0.144972,0.050654,0.091771,0.043715,0.668299,0.040100,0.001858,0.001319,0.000967,0.000419,0.000575,0.000377,0.000956,0.000634,0.000814,0.000747,0.040450,384
counterfactual_mechanism_audit_v5,hidden_mechanism,0,0.809896,0.725188,0.089647,0.075542,0.045356,0.190863,0.037542,0.125165,0.039690,0.074973,0.031524,0.739472,0.039298,0.002347,0.001582,0.001071,0.000600,0.000638,0.000517,0.001277,0.000787,0.001022,0.000913,0.039479,384
counterfactual_mechanism_audit_v5,hidden_mechanism,1,0.807292,0.724508,0.088960,0.075593,0.045445,0.190714,0.037170,0.125295,0.039852,0.075002,0.031410,0.737251,0.039502,0.002283,0.001640,0.001063,0.000584,0.000621,0.000516,0.001299,0.000815,0.001040,0.000924,0.039753,384
counterfactual_mechanism_audit_v5,hidden_mechanism,2,0.809896,0.724936,0.089255,0.075524,0.045139,0.190632,0.037223,0.125361,0.040027,0.075050,0.031777,0.739976,0.039298,0.002306,0.001625,0.001056,0.000578,0.000629,0.000524,0.001303,0.000833,0.001110,0.000933,0.039948,384
counterfactual_mechanism_audit_v5,hidden_mechanism,3,0.804688,0.723767,0.089262,0.075294,0.045353,0.190442,0.037502,0.125195,0.039618,0.075009,0.031430,0.734519,0.039704,0.002335,0.001607,0.001080,0.000567,0.000611,0.000527,0.001307,0.000826,0.001089,0.000910,0.040165,384
counterfactual_mechanism_audit_v5,hidden_mechanism,4,0.828125,0.724654,0.089042,0.075381,0.045350,0.190646,0.037499,0.125390,0.039615,0.075164,0.031318,0.758299,0.037784,0.002299,0.001568,0.001065,0.000587,0.000606,0.000507,0.001293,0.000832,0.001077,0.000929,0.038064,384
counterfactual_mechanism_audit_v5,hidden_mechanism,5,0.809896,0.723698,0.089379,0.075280,0.045161,0.190666,0.037273,0.125308,0.039636,0.074882,0.031037,0.739831,0.039298,0.002404,0.001611,0.001142,0.000578,0.000590,0.000501,0.001274,0.000826,0.001062,0.000898,0.039530,384
counterfactual_mechanism_audit_v5,hidden_mechanism,6,0.830729,0.724404,0.088820,0.075604,0.045047,0.190971,0.037492,0.125387,0.040174,0.075323,0.031936,0.760715,0.037556,0.002386,0.001670,0.001112,0.000576,0.000609,0.000500,0.001281,0.000842,0.001074,0.000979,0.037510,384
counterfactual_mechanism_audit_v5,hidden_mechanism,7,0.783854,0.723909,0.089008,0.075642,0.045436,0.190775,0.037350,0.125290,0.039530,0.075075,0.030939,0.713629,0.041224,0.002338,0.001605,0.001090,0.000574,0.000650,0.000512,0.001297,0.000820,0.001103,0.000938,0.041658,384
counterfactual_mechanism_audit_v5,hidden_mechanism,8,0.822917,0.725068,0.089697,0.074971,0.045094,0.191014,0.037231,0.125369,0.039727,0.075029,0.031185,0.753184,0.038232,0.002351,0.001606,0.001091,0.000566,0.000623,0.000547,0.001281,0.000803,0.001077,0.000924,0.038589,384
counterfactual_mechanism_audit_v5,hidden_mechanism,9,0.812500,0.724173,0.089721,0.075308,0.044998,0.190702,0.037518,0.125780,0.039763,0.074918,0.031549,0.742113,0.039090,0.002305,0.001611,0.001095,0.000576,0.000591,0.000525,0.001299,0.000809,0.001065,0.000934,0.039819,384
counterfactual_mechanism_audit_v5,in_distribution,0,0.830729,0.735448,0.080615,0.065445,0.040842,0.188361,0.033470,0.114995,0.033647,0.065896,0.024790,0.793570,0.037556,0.002345,0.001688,0.001134,0.000591,0.000585,0.000519,0.001301,0.000818,0.001067,0.000924,0.037758,384
counterfactual_mechanism_audit_v5,in_distribution,1,0.778646,0.735630,0.080128,0.065379,0.041062,0.188799,0.033433,0.114775,0.034123,0.066200,0.025336,0.741445,0.041579,0.002355,0.001624,0.001096,0.000587,0.000641,0.000531,0.001269,0.000839,0.001100,0.000965,0.041899,384
counterfactual_mechanism_audit_v5,in_distribution,2,0.833333,0.735441,0.080088,0.065755,0.040953,0.188060,0.033322,0.115133,0.034141,0.066408,0.025003,0.796125,0.037324,0.002353,0.001638,0.001117,0.000562,0.000596,0.000527,0.001288,0.000794,0.001037,0.000909,0.037854,384
counterfactual_mechanism_audit_v5,in_distribution,3,0.828125,0.735879,0.079984,0.066199,0.041042,0.188477,0.032993,0.115191,0.033887,0.065772,0.024656,0.790924,0.037784,0.002375,0.001626,0.001039,0.000563,0.000618,0.000529,0.001311,0.000823,0.001042,0.000915,0.038271,384
counterfactual_mechanism_audit_v5,in_distribution,4,0.833333,0.734961,0.080021,0.065766,0.040921,0.188667,0.033124,0.115138,0.034136,0.066507,0.025111,0.795975,0.037324,0.002320,0.001611,0.001083,0.000576,0.000575,0.000564,0.001312,0.000783,0.001042,0.000869,0.037925,384
counterfactual_mechanism_audit_v5,in_distribution,5,0.830729,0.736384,0.079852,0.065838,0.041024,0.188347,0.033291,0.114863,0.034390,0.066255,0.025220,0.793743,0.037556,0.002316,0.001621,0.001109,0.000600,0.000637,0.000512,0.001294,0.000808,0.001055,0.000904,0.037846,384
counterfactual_mechanism_audit_v5,in_distribution,6,0.828125,0.735227,0.079847,0.065937,0.041204,0.188069,0.033281,0.115268,0.034137,0.066477,0.025234,0.790654,0.037784,0.002349,0.001642,0.001087,0.000565,0.000606,0.000530,0.001264,0.000810,0.001043,0.000913,0.038593,384
counterfactual_mechanism_audit_v5,in_distribution,7,0.820312,0.736608,0.079744,0.065992,0.040819,0.188682,0.033363,0.115160,0.034321,0.066537,0.025481,0.783443,0.038451,0.002374,0.001614,0.001104,0.000546,0.000610,0.000527,0.001296,0.000798,0.001043,0.000915,0.038986,384
counterfactual_mechanism_audit_v5,in_distribution,8,0.809896,0.735599,0.080143,0.065964,0.041216,0.188615,0.033323,0.115116,0.034222,0.066476,0.025271,0.772035,0.039298,0.002324,0.001603,0.001109,0.000591,0.000629,0.000521,0.001300,0.000800,0.001047,0.000902,0.039403,384
counterfactual_mechanism_audit_v5,in_distribution,9,0.817708,0.736296,0.080046,0.066146,0.041001,0.188730,0.033242,0.115497,0.033757,0.065617,0.024759,0.780488,0.038667,0.002308,0.001655,0.001077,0.000577,0.000621,0.000524,0.001312,0.000788,0.001026,0.000922,0.038976,384
counterfactual_mechanism_audit_v5,long_horizon,0,0.799479,0.727680,0.093075,0.086788,0.047835,0.190214,0.037636,0.127828,0.043168,0.078163,0.034777,0.712760,0.040100,0.002353,0.001574,0.001071,0.000561,0.000614,0.000540,0.001279,0.000802,0.001070,0.000893,0.040438,384
counterfactual_mechanism_audit_v5,long_horizon,1,0.835938,0.727837,0.092542,0.087254,0.047552,0.190169,0.037599,0.127755,0.043144,0.078101,0.034806,0.749759,0.037089,0.002372,0.001567,0.001093,0.000569,0.000635,0.000524,0.001347,0.000808,0.001058,0.000889,0.037762,384
counterfactual_mechanism_audit_v5,long_horizon,2,0.809896,0.727329,0.092565,0.086733,0.047738,0.190538,0.037724,0.127807,0.043503,0.078300,0.035226,0.723316,0.039298,0.002402,0.001569,0.001070,0.000553,0.000608,0.000499,0.001297,0.000773,0.001026,0.000833,0.039856,384
counterfactual_mechanism_audit_v5,long_horizon,3,0.817708,0.728841,0.092840,0.086575,0.047682,0.190491,0.037699,0.128456,0.043039,0.077776,0.034470,0.731767,0.038667,0.002314,0.001557,0.001103,0.000544,0.000608,0.000501,0.001282,0.000774,0.001023,0.000874,0.038908,384
counterfactual_mechanism_audit_v5,long_horizon,4,0.859375,0.728548,0.092407,0.087026,0.047913,0.190260,0.037342,0.127747,0.042951,0.077921,0.034598,0.773597,0.034816,0.002397,0.001599,0.001078,0.000543,0.000614,0.000504,0.001301,0.000808,0.001027,0.000920,0.035348,384
counterfactual_mechanism_audit_v5,long_horizon,5,0.812500,0.727709,0.092880,0.086212,0.047681,0.190415,0.037808,0.127809,0.043578,0.078637,0.035141,0.726169,0.039090,0.002342,0.001566,0.001026,0.000548,0.000652,0.000517,0.001255,0.000769,0.001039,0.000871,0.039275,384
counterfactual_mechanism_audit_v5,long_horizon,6,0.812500,0.729240,0.092557,0.086549,0.047713,0.190094,0.037762,0.127901,0.043015,0.077897,0.034984,0.727153,0.039090,0.002453,0.001547,0.001078,0.000564,0.000605,0.000507,0.001249,0.000800,0.001042,0.000905,0.039151,384
counterfactual_mechanism_audit_v5,long_horizon,7,0.838542,0.727689,0.093007,0.086498,0.047817,0.190567,0.037744,0.127612,0.042710,0.077687,0.034423,0.752304,0.036851,0.002371,0.001580,0.001116,0.000547,0.000593,0.000516,0.001294,0.000771,0.001014,0.000869,0.037420,384
counterfactual_mechanism_audit_v5,long_horizon,8,0.817708,0.728045,0.092580,0.086385,0.047809,0.190529,0.037403,0.127580,0.043238,0.078163,0.034961,0.731945,0.038667,0.002331,0.001601,0.001081,0.000540,0.000595,0.000512,0.001231,0.000816,0.001066,0.000936,0.039221,384
counterfactual_mechanism_audit_v5,long_horizon,9,0.838542,0.727574,0.092951,0.086756,0.047648,0.190556,0.037520,0.127705,0.043201,0.077985,0.035134,0.752085,0.036851,0.002364,0.001549,0.001091,0.000529,0.000588,0.000499,0.001255,0.000812,0.001027,0.000900,0.037302,384
counterfactual_mechanism_audit_v5,sparse_observation,0,0.809896,0.706559,0.096621,0.082727,0.049205,0.194187,0.044044,0.139714,0.045381,0.085998,0.038188,0.706016,0.039298,0.002108,0.001477,0.001020,0.000532,0.000576,0.000399,0.001046,0.000716,0.000883,0.000813,0.039662,384
