stress_level,method,seed,mean_success,mean_mechanism_f1,mean_invalid_repair_rate,mean_repeat_failure_rate,mean_damage_rate,mean_diagnostic_probe_cost,mean_calibration_error,mean_abstention_rate,mean_budget_violation_rate,mean_predicted_breach_risk,mean_realized_breach_risk,mean_repair_utility,ci95_success,ci95_mechanism_f1,ci95_invalid_repair_rate,ci95_repeat_failure_rate,ci95_damage_rate,ci95_diagnostic_probe_cost,ci95_calibration_error,ci95_abstention_rate,ci95_budget_violation_rate,ci95_predicted_breach_risk,ci95_realized_breach_risk,ci95_repair_utility,rows
0.166667,oracle_mechanism_repair,4,0.921875,0.820664,0.055179,0.047929,0.031243,0.154550,0.026648,0.079019,0.002998,0.050178,0.000090,1.001469,0.026877,0.001366,0.000988,0.000781,0.000367,0.000475,0.000332,0.000545,0.000346,0.000506,0.000054,0.026951,384
0.166667,oracle_mechanism_repair,5,0.945312,0.821115,0.055988,0.047255,0.031080,0.154650,0.026521,0.079251,0.003003,0.050214,0.000110,1.025000,0.022771,0.001324,0.001019,0.000760,0.000375,0.000470,0.000350,0.000541,0.000342,0.000489,0.000078,0.022862,384
0.166667,oracle_mechanism_repair,6,0.929688,0.821092,0.055235,0.047355,0.030896,0.154557,0.026738,0.079148,0.002900,0.049940,0.000047,1.010174,0.025606,0.001398,0.001078,0.000778,0.000358,0.000449,0.000350,0.000510,0.000327,0.000471,0.000039,0.025705,384
0.166667,oracle_mechanism_repair,7,0.950521,0.821432,0.055359,0.047926,0.031055,0.154418,0.026928,0.079130,0.002807,0.049830,0.000068,1.030398,0.021719,0.001329,0.001102,0.000761,0.000351,0.000460,0.000354,0.000516,0.000320,0.000468,0.000047,0.021812,384
0.166667,oracle_mechanism_repair,8,0.927083,0.820160,0.055448,0.047442,0.031075,0.154637,0.027033,0.079054,0.002735,0.050043,0.000019,1.006742,0.026039,0.001335,0.001091,0.000769,0.000359,0.000486,0.000356,0.000528,0.000303,0.000489,0.000021,0.026052,384
0.166667,oracle_mechanism_repair,9,0.911458,0.821283,0.055057,0.047144,0.031130,0.154287,0.026789,0.079114,0.003013,0.050133,0.000051,0.992079,0.028451,0.001349,0.001015,0.000757,0.000369,0.000471,0.000344,0.000542,0.000327,0.000496,0.000042,0.028527,384
0.166667,proposed_failed_rollout_audit_v4_1,0,0.716146,0.617290,0.148007,0.135929,0.066635,0.234250,0.065215,0.128825,0.106698,0.138403,0.107983,0.414323,0.045155,0.002407,0.001338,0.001060,0.000424,0.000600,0.000420,0.000808,0.000681,0.000822,0.000789,0.045652,384
0.166667,proposed_failed_rollout_audit_v4_1,1,0.697917,0.618026,0.147703,0.136385,0.066737,0.234437,0.065372,0.128434,0.106369,0.138023,0.107625,0.396310,0.045986,0.002283,0.001352,0.001055,0.000430,0.000605,0.000423,0.000787,0.000696,0.000867,0.000813,0.045954,384
0.166667,proposed_failed_rollout_audit_v4_1,2,0.705729,0.617540,0.147863,0.135816,0.066613,0.233731,0.065471,0.128490,0.106717,0.138706,0.107885,0.404308,0.045640,0.002376,0.001336,0.001083,0.000428,0.000624,0.000411,0.000803,0.000716,0.000862,0.000811,0.046054,384
0.166667,proposed_failed_rollout_audit_v4_1,3,0.716146,0.617651,0.147298,0.135399,0.066797,0.234842,0.065702,0.128572,0.106447,0.138089,0.107907,0.415113,0.045155,0.002285,0.001374,0.001019,0.000442,0.000660,0.000409,0.000794,0.000682,0.000866,0.000790,0.045898,384
0.166667,proposed_failed_rollout_audit_v4_1,4,0.690104,0.617409,0.147771,0.136033,0.066563,0.234301,0.065441,0.128656,0.106962,0.138542,0.107984,0.388261,0.046315,0.002309,0.001362,0.001050,0.000444,0.000656,0.000412,0.000778,0.000707,0.000856,0.000821,0.046751,384
0.166667,proposed_failed_rollout_audit_v4_1,5,0.664062,0.617662,0.147551,0.135722,0.066731,0.234154,0.065500,0.128741,0.106656,0.138363,0.108097,0.362766,0.047303,0.002292,0.001366,0.001005,0.000438,0.000658,0.000394,0.000807,0.000707,0.000869,0.000806,0.047573,384
0.166667,proposed_failed_rollout_audit_v4_1,6,0.705729,0.617852,0.147355,0.135776,0.066576,0.234453,0.065594,0.128580,0.106334,0.138280,0.107617,0.404896,0.045640,0.002383,0.001326,0.001021,0.000424,0.000643,0.000416,0.000833,0.000684,0.000821,0.000781,0.045865,384
0.166667,proposed_failed_rollout_audit_v4_1,7,0.731771,0.617189,0.147685,0.135803,0.066800,0.234527,0.065538,0.128388,0.106731,0.138800,0.108138,0.429944,0.044371,0.002272,0.001326,0.001032,0.000434,0.000601,0.000418,0.000795,0.000697,0.000852,0.000789,0.044641,384
0.166667,proposed_failed_rollout_audit_v4_1,8,0.697917,0.616917,0.148433,0.135536,0.066530,0.234301,0.065630,0.128412,0.106841,0.138376,0.108299,0.395744,0.045986,0.002271,0.001361,0.001063,0.000439,0.000635,0.000418,0.000827,0.000671,0.000844,0.000775,0.046238,384
0.166667,proposed_failed_rollout_audit_v4_1,9,0.692708,0.618106,0.147522,0.135868,0.066583,0.234251,0.065642,0.128664,0.106333,0.138145,0.107769,0.391747,0.046207,0.002315,0.001310,0.001011,0.000425,0.000676,0.000416,0.000816,0.000669,0.000818,0.000765,0.046499,384
0.166667,scalar_uncertainty_planner,0,0.406250,0.294889,0.297240,0.282234,0.107620,0.152012,0.114823,0.128000,0.221067,0.249291,0.237845,-0.374783,0.049188,0.004038,0.001845,0.001520,0.000527,0.000614,0.000576,0.000857,0.001063,0.001256,0.001164,0.050541,384
0.166667,scalar_uncertainty_planner,1,0.432292,0.293641,0.296758,0.282498,0.107561,0.151866,0.114832,0.127763,0.221289,0.249686,0.238076,-0.348922,0.049614,0.004067,0.001800,0.001534,0.000537,0.000590,0.000587,0.000859,0.001058,0.001258,0.001165,0.050922,384
0.166667,scalar_uncertainty_planner,2,0.398438,0.294650,0.296768,0.282484,0.107314,0.152317,0.114678,0.128118,0.220982,0.249580,0.237697,-0.382099,0.049032,0.004118,0.001864,0.001510,0.000553,0.000598,0.000613,0.000882,0.001032,0.001212,0.001161,0.050450,384
0.166667,scalar_uncertainty_planner,3,0.401042,0.294368,0.297036,0.282589,0.107901,0.151725,0.114857,0.128136,0.221148,0.249416,0.238167,-0.380564,0.049085,0.004148,0.001863,0.001486,0.000570,0.000631,0.000565,0.000847,0.001041,0.001248,0.001155,0.050275,384
0.166667,scalar_uncertainty_planner,4,0.414062,0.294428,0.296913,0.282535,0.107492,0.152093,0.114965,0.128173,0.221185,0.249670,0.238173,-0.367138,0.049330,0.004224,0.001883,0.001501,0.000567,0.000562,0.000554,0.000874,0.001044,0.001211,0.001166,0.050304,384
0.166667,scalar_uncertainty_planner,5,0.424479,0.294430,0.296960,0.282164,0.107309,0.151935,0.115126,0.128087,0.220781,0.249022,0.237353,-0.356046,0.049501,0.004055,0.001819,0.001482,0.000561,0.000584,0.000595,0.000855,0.001032,0.001255,0.001130,0.050853,384
0.166667,scalar_uncertainty_planner,6,0.377604,0.293383,0.296600,0.282313,0.107651,0.152019,0.114805,0.127630,0.221098,0.249531,0.237881,-0.403383,0.048552,0.004195,0.001854,0.001505,0.000536,0.000603,0.000569,0.000873,0.001065,0.001243,0.001183,0.049232,384
0.166667,scalar_uncertainty_planner,7,0.411458,0.294412,0.296931,0.282017,0.107647,0.151943,0.114837,0.128045,0.220953,0.249489,0.237711,-0.369235,0.049284,0.004067,0.001833,0.001524,0.000556,0.000573,0.000556,0.000858,0.001056,0.001249,0.001160,0.050056,384
0.166667,scalar_uncertainty_planner,8,0.385417,0.294281,0.297080,0.282722,0.107531,0.152235,0.114948,0.127714,0.221089,0.249792,0.237507,-0.396054,0.048743,0.004138,0.001804,0.001500,0.000570,0.000553,0.000561,0.000834,0.001028,0.001179,0.001144,0.049319,384
0.166667,scalar_uncertainty_planner,9,0.416667,0.295055,0.297218,0.282293,0.107632,0.152437,0.114689,0.128327,0.220916,0.249382,0.237383,-0.364372,0.049375,0.004057,0.001845,0.001495,0.000568,0.000585,0.000593,0.000825,0.001050,0.001283,0.001151,0.050522,384
0.333333,active_probe_planner,0,0.583333,0.519032,0.207397,0.199875,0.085450,0.311900,0.080697,0.118156,0.164187,0.191239,0.172638,0.057516,0.049375,0.002636,0.001358,0.001111,0.000430,0.000731,0.000409,0.000729,0.000796,0.000964,0.000880,0.049630,384
0.333333,active_probe_planner,1,0.565104,0.520603,0.206967,0.200307,0.084941,0.312720,0.080746,0.118010,0.164756,0.191982,0.173599,0.039808,0.049649,0.002548,0.001415,0.001119,0.000448,0.000751,0.000427,0.000708,0.000730,0.000870,0.000838,0.050083,384
0.333333,active_probe_planner,2,0.588542,0.518722,0.207336,0.200515,0.085097,0.312640,0.081051,0.118128,0.164410,0.191970,0.173295,0.061997,0.049284,0.002603,0.001433,0.001068,0.000449,0.000736,0.000450,0.000705,0.000799,0.000952,0.000889,0.050055,384
0.333333,active_probe_planner,3,0.580729,0.519843,0.206650,0.200354,0.084956,0.312331,0.080855,0.117488,0.164169,0.191356,0.172674,0.055951,0.049419,0.002710,0.001404,0.001084,0.000428,0.000721,0.000405,0.000705,0.000758,0.000892,0.000881,0.049950,384
0.333333,active_probe_planner,4,0.562500,0.520016,0.206926,0.200361,0.084765,0.312842,0.080889,0.117728,0.164026,0.191400,0.172734,0.037595,0.049683,0.002587,0.001386,0.001093,0.000439,0.000727,0.000424,0.000685,0.000745,0.000908,0.000840,0.050108,384
0.333333,active_probe_planner,5,0.593750,0.518978,0.207026,0.199998,0.085105,0.312268,0.080345,0.117908,0.164057,0.191524,0.172376,0.068735,0.049188,0.002621,0.001373,0.001108,0.000437,0.000734,0.000426,0.000697,0.000729,0.000881,0.000823,0.049329,384
0.333333,active_probe_planner,6,0.554688,0.519543,0.207477,0.200468,0.084999,0.312328,0.080847,0.118229,0.163835,0.191220,0.172504,0.028983,0.049775,0.002651,0.001369,0.001063,0.000427,0.000738,0.000420,0.000730,0.000752,0.000899,0.000829,0.050227,384
0.333333,active_probe_planner,7,0.604167,0.519277,0.206746,0.200179,0.085347,0.312307,0.080706,0.118153,0.164496,0.191762,0.172942,0.078580,0.048977,0.002650,0.001385,0.001114,0.000439,0.000738,0.000423,0.000703,0.000746,0.000928,0.000842,0.049400,384
0.333333,active_probe_planner,8,0.557292,0.519307,0.207126,0.200418,0.085275,0.312522,0.080577,0.118243,0.164499,0.191454,0.173049,0.031240,0.049746,0.002668,0.001377,0.001109,0.000436,0.000751,0.000404,0.000694,0.000787,0.000918,0.000878,0.050146,384
0.333333,active_probe_planner,9,0.625000,0.520936,0.207356,0.200578,0.085162,0.312692,0.080697,0.118008,0.164426,0.191560,0.173299,0.099263,0.048486,0.002691,0.001341,0.001156,0.000438,0.000741,0.000401,0.000725,0.000755,0.000888,0.000872,0.048680,384
0.333333,conformal_risk_filter,0,0.455729,0.364450,0.248335,0.249091,0.090990,0.211461,0.085474,0.220657,0.165907,0.212085,0.174526,-0.198563,0.049879,0.003266,0.001478,0.001179,0.000463,0.000636,0.000438,0.001162,0.000756,0.000895,0.000847,0.050021,384
0.333333,conformal_risk_filter,1,0.497396,0.364927,0.248202,0.249504,0.091030,0.211589,0.085723,0.220703,0.165819,0.212307,0.174150,-0.157101,0.050075,0.003346,0.001489,0.001197,0.000465,0.000648,0.000402,0.001168,0.000778,0.000900,0.000869,0.051112,384
0.333333,conformal_risk_filter,2,0.515625,0.364804,0.248426,0.248928,0.091195,0.211622,0.085579,0.220977,0.165680,0.211869,0.174095,-0.138742,0.050051,0.003359,0.001443,0.001222,0.000454,0.000636,0.000419,0.001186,0.000766,0.000904,0.000855,0.050533,384
0.333333,conformal_risk_filter,3,0.486979,0.365054,0.248023,0.249384,0.091384,0.211387,0.085672,0.220975,0.166218,0.212780,0.174521,-0.167810,0.050059,0.003342,0.001490,0.001214,0.000453,0.000647,0.000420,0.001121,0.000778,0.000946,0.000862,0.050781,384
0.333333,conformal_risk_filter,4,0.526042,0.364062,0.248006,0.248716,0.091268,0.211658,0.085328,0.220993,0.165875,0.211811,0.174257,-0.128106,0.050008,0.003408,0.001447,0.001225,0.000478,0.000649,0.000418,0.001125,0.000770,0.000939,0.000873,0.050911,384
0.333333,conformal_risk_filter,5,0.507812,0.364287,0.248313,0.249261,0.091128,0.211349,0.085427,0.220963,0.165796,0.212021,0.174104,-0.146723,0.050070,0.003297,0.001506,0.001216,0.000466,0.000654,0.000432,0.001131,0.000778,0.000918,0.000890,0.050739,384
0.333333,conformal_risk_filter,6,0.479167,0.365743,0.248406,0.249502,0.090798,0.211218,0.085686,0.220961,0.165763,0.211949,0.174220,-0.174880,0.050032,0.003350,0.001420,0.001235,0.000453,0.000649,0.000415,0.001131,0.000767,0.000919,0.000855,0.050765,384
0.333333,conformal_risk_filter,7,0.455729,0.364499,0.248130,0.248946,0.091322,0.211595,0.085614,0.221078,0.165751,0.211861,0.174054,-0.198693,0.049879,0.003393,0.001461,0.001206,0.000435,0.000644,0.000433,0.001162,0.000795,0.000959,0.000909,0.050978,384
0.333333,conformal_risk_filter,8,0.486979,0.364615,0.248208,0.249203,0.091189,0.211810,0.085329,0.220517,0.165670,0.211913,0.173955,-0.167283,0.050059,0.003375,0.001486,0.001236,0.000456,0.000643,0.000432,0.001192,0.000760,0.000934,0.000851,0.050451,384
0.333333,conformal_risk_filter,9,0.453125,0.365133,0.247918,0.249304,0.091467,0.211912,0.085467,0.220629,0.166011,0.211905,0.174425,-0.201410,0.049855,0.003397,0.001480,0.001198,0.000461,0.000653,0.000414,0.001156,0.000769,0.000923,0.000869,0.050475,384
0.333333,counterfactual_mechanism_audit_v5,0,0.796875,0.700351,0.108337,0.098746,0.054244,0.195758,0.046286,0.148557,0.052281,0.093940,0.045355,0.654453,0.040293,0.001686,0.001130,0.000865,0.000376,0.000502,0.000359,0.000756,0.000555,0.000694,0.000664,0.040592,384
0.333333,counterfactual_mechanism_audit_v5,1,0.851562,0.699752,0.109475,0.098852,0.054307,0.195709,0.046352,0.148326,0.052280,0.093750,0.045412,0.707766,0.035607,0.001717,0.001095,0.000914,0.000383,0.000482,0.000346,0.000779,0.000532,0.000658,0.000638,0.035730,384
0.333333,counterfactual_mechanism_audit_v5,2,0.809896,0.700139,0.109178,0.098918,0.054071,0.195793,0.046463,0.148439,0.052049,0.093471,0.045328,0.666742,0.039298,0.001620,0.001119,0.000888,0.000389,0.000506,0.000331,0.000799,0.000534,0.000654,0.000635,0.039223,384
0.333333,counterfactual_mechanism_audit_v5,3,0.828125,0.700066,0.109060,0.098812,0.053944,0.195624,0.046355,0.148462,0.052644,0.094414,0.045881,0.684995,0.037784,0.001659,0.001126,0.000879,0.000387,0.000494,0.000349,0.000773,0.000525,0.000680,0.000605,0.038006,384
0.333333,counterfactual_mechanism_audit_v5,4,0.820312,0.699779,0.109227,0.099364,0.054343,0.195638,0.046741,0.148426,0.052386,0.093763,0.045674,0.676041,0.038451,0.001593,0.001145,0.000903,0.000385,0.000503,0.000336,0.000734,0.000521,0.000643,0.000616,0.038762,384
0.333333,counterfactual_mechanism_audit_v5,5,0.828125,0.700110,0.108552,0.099098,0.053852,0.195895,0.046536,0.148155,0.052390,0.093691,0.045515,0.685395,0.037784,0.001697,0.001147,0.000870,0.000379,0.000480,0.000371,0.000754,0.000533,0.000694,0.000618,0.037948,384
0.333333,counterfactual_mechanism_audit_v5,6,0.820312,0.699322,0.108902,0.099324,0.054249,0.195826,0.046524,0.148178,0.052513,0.094283,0.045788,0.676342,0.038451,0.001616,0.001157,0.000868,0.000373,0.000539,0.000360,0.000759,0.000559,0.000669,0.000649,0.038693,384
0.333333,counterfactual_mechanism_audit_v5,7,0.804688,0.699497,0.109096,0.099547,0.054325,0.195540,0.046372,0.147979,0.052228,0.093612,0.045315,0.660736,0.039704,0.001648,0.001135,0.000887,0.000381,0.000521,0.000336,0.000752,0.000537,0.000694,0.000627,0.039726,384
0.333333,counterfactual_mechanism_audit_v5,8,0.809896,0.699356,0.108931,0.099027,0.054024,0.195511,0.046297,0.148535,0.052410,0.094211,0.045190,0.666591,0.039298,0.001698,0.001152,0.000903,0.000400,0.000500,0.000336,0.000796,0.000559,0.000666,0.000650,0.039177,384
0.333333,counterfactual_mechanism_audit_v5,9,0.807292,0.700320,0.109012,0.099269,0.054271,0.195722,0.046193,0.148118,0.052849,0.094318,0.045842,0.663587,0.039502,0.001679,0.001162,0.000835,0.000369,0.000484,0.000359,0.000772,0.000536,0.000670,0.000622,0.039530,384
0.333333,oracle_mechanism_repair,0,0.937500,0.818271,0.057023,0.049413,0.031311,0.155091,0.026857,0.080266,0.002980,0.050350,0.000059,1.012842,0.024243,0.001258,0.001015,0.000730,0.000355,0.000464,0.000350,0.000506,0.000332,0.000493,0.000051,0.024349,384
0.333333,oracle_mechanism_repair,1,0.947917,0.818639,0.056750,0.049595,0.031501,0.154771,0.027164,0.080068,0.002858,0.050347,0.000008,1.023340,0.022253,0.001309,0.000939,0.000733,0.000358,0.000441,0.000313,0.000512,0.000298,0.000461,0.000010,0.022417,384
0.333333,oracle_mechanism_repair,2,0.942708,0.818592,0.057359,0.049119,0.031679,0.155027,0.027176,0.080019,0.003035,0.050276,0.000063,1.017554,0.023275,0.001288,0.001010,0.000724,0.000367,0.000444,0.000341,0.000521,0.000339,0.000506,0.000040,0.023318,384
0.333333,oracle_mechanism_repair,3,0.927083,0.817896,0.056765,0.049335,0.031528,0.155056,0.027490,0.079950,0.003162,0.050679,0.000060,1.001984,0.026039,0.001257,0.000989,0.000730,0.000336,0.000443,0.000330,0.000505,0.000338,0.000476,0.000056,0.026040,384
0.333333,oracle_mechanism_repair,4,0.911458,0.818284,0.057346,0.049366,0.031311,0.154389,0.026995,0.079599,0.003268,0.050721,0.000065,0.986629,0.028451,0.001299,0.000974,0.000733,0.000345,0.000429,0.000312,0.000492,0.000335,0.000472,0.000042,0.028522,384
0.333333,oracle_mechanism_repair,5,0.932292,0.818013,0.057215,0.049082,0.031418,0.154715,0.026931,0.080255,0.003063,0.050330,0.000025,1.007538,0.025162,0.001289,0.001015,0.000716,0.000354,0.000463,0.000322,0.000492,0.000317,0.000465,0.000029,0.025067,384
0.333333,oracle_mechanism_repair,6,0.924479,0.818497,0.056965,0.048863,0.031654,0.154871,0.027136,0.080052,0.003105,0.050690,0.000051,0.999898,0.026463,0.001373,0.000967,0.000723,0.000369,0.000481,0.000340,0.000487,0.000336,0.000483,0.000051,0.026451,384
0.333333,oracle_mechanism_repair,7,0.940104,0.818575,0.057350,0.049251,0.031375,0.154707,0.027182,0.079582,0.002931,0.049921,0.000048,1.015415,0.023765,0.001263,0.001009,0.000714,0.000346,0.000446,0.000355,0.000505,0.000318,0.000473,0.000036,0.023902,384
0.333333,oracle_mechanism_repair,8,0.947917,0.818545,0.056669,0.049374,0.031494,0.155015,0.027234,0.080202,0.003108,0.050630,0.000038,1.023266,0.022253,0.001311,0.000951,0.000728,0.000330,0.000469,0.000330,0.000503,0.000320,0.000470,0.000035,0.022479,384
0.333333,oracle_mechanism_repair,9,0.929688,0.818898,0.056948,0.049326,0.031488,0.154889,0.026960,0.079609,0.003249,0.050433,0.000069,1.005157,0.025606,0.001321,0.001026,0.000781,0.000356,0.000450,0.000355,0.000518,0.000342,0.000465,0.000054,0.025571,384
0.333333,proposed_failed_rollout_audit_v4_1,0,0.684896,0.614205,0.149458,0.137971,0.067369,0.235328,0.066343,0.129967,0.108003,0.140287,0.109355,0.376331,0.046526,0.002116,0.001251,0.000908,0.000386,0.000600,0.000404,0.000689,0.000671,0.000824,0.000782,0.046637,384
0.333333,proposed_failed_rollout_audit_v4_1,1,0.679688,0.613833,0.149532,0.138180,0.067292,0.235572,0.066280,0.130026,0.107736,0.139863,0.109341,0.370966,0.046730,0.002021,0.001248,0.000984,0.000388,0.000573,0.000395,0.000718,0.000682,0.000828,0.000804,0.047200,384
0.333333,proposed_failed_rollout_audit_v4_1,2,0.684896,0.614225,0.149631,0.137963,0.066952,0.235034,0.066388,0.129765,0.107784,0.139548,0.109558,0.376867,0.046526,0.002015,0.001242,0.000969,0.000389,0.000569,0.000382,0.000725,0.000595,0.000758,0.000686,0.046754,384
0.333333,proposed_failed_rollout_audit_v4_1,3,0.716146,0.613769,0.149808,0.137768,0.067246,0.235011,0.066193,0.129927,0.107626,0.139437,0.109028,0.407824,0.045155,0.002049,0.001251,0.000954,0.000395,0.000578,0.000368,0.000712,0.000645,0.000816,0.000746,0.045127,384
0.333333,proposed_failed_rollout_audit_v4_1,4,0.718750,0.614053,0.149844,0.138330,0.067118,0.235103,0.066327,0.130010,0.107521,0.139518,0.109116,0.410138,0.045029,0.002142,0.001231,0.000998,0.000411,0.000575,0.000376,0.000678,0.000632,0.000782,0.000741,0.045240,384
0.333333,proposed_failed_rollout_audit_v4_1,5,0.697917,0.613467,0.149999,0.138523,0.067077,0.235500,0.066185,0.129786,0.107645,0.139396,0.109179,0.388778,0.045986,0.002118,0.001243,0.000971,0.000392,0.000589,0.000385,0.000730,0.000636,0.000765,0.000739,0.046201,384
0.333333,proposed_failed_rollout_audit_v4_1,6,0.731771,0.614319,0.149714,0.138270,0.067061,0.235081,0.066224,0.130221,0.107638,0.139850,0.109212,0.423420,0.044371,0.002008,0.001259,0.000963,0.000398,0.000600,0.000401,0.000722,0.000628,0.000768,0.000715,0.044730,384
0.333333,proposed_failed_rollout_audit_v4_1,7,0.692708,0.614240,0.149973,0.137875,0.067550,0.235141,0.066143,0.130203,0.107708,0.139410,0.109161,0.383871,0.046207,0.002121,0.001236,0.000995,0.000416,0.000604,0.000380,0.000707,0.000644,0.000770,0.000736,0.046379,384
0.333333,proposed_failed_rollout_audit_v4_1,8,0.703125,0.613565,0.149893,0.138401,0.067128,0.235100,0.066245,0.130357,0.107688,0.139617,0.109307,0.394105,0.045757,0.002050,0.001202,0.000963,0.000413,0.000591,0.000365,0.000712,0.000641,0.000781,0.000732,0.046194,384
0.333333,proposed_failed_rollout_audit_v4_1,9,0.669271,0.613855,0.150302,0.138515,0.067311,0.235269,0.066179,0.129865,0.107700,0.139873,0.109316,0.359767,0.047119,0.002048,0.001236,0.000947,0.000428,0.000571,0.000401,0.000696,0.000597,0.000711,0.000699,0.047488,384
0.333333,scalar_uncertainty_planner,0,0.390625,0.288605,0.300374,0.285370,0.108206,0.152834,0.116071,0.129864,0.222829,0.251553,0.239543,-0.400911,0.048863,0.003502,0.001688,0.001344,0.000513,0.000558,0.000524,0.000762,0.000924,0.001112,0.001043,0.049830,384
0.333333,scalar_uncertainty_planner,1,0.377604,0.289140,0.300171,0.285795,0.108640,0.152566,0.115820,0.129810,0.222833,0.251659,0.239888,-0.414126,0.048552,0.003516,0.001671,0.001399,0.000523,0.000567,0.000509,0.000742,0.000920,0.001096,0.001027,0.049407,384
0.333333,scalar_uncertainty_planner,2,0.440104,0.288095,0.300262,0.285880,0.108315,0.152286,0.115824,0.129785,0.222991,0.252079,0.239847,-0.351804,0.049715,0.003508,0.001711,0.001383,0.000478,0.000558,0.000539,0.000785,0.000949,0.001125,0.001026,0.050445,384
0.333333,scalar_uncertainty_planner,3,0.403646,0.289153,0.300173,0.286069,0.108350,0.152800,0.115837,0.129720,0.222705,0.251470,0.239454,-0.387970,0.049137,0.003524,0.001644,0.001356,0.000505,0.000567,0.000543,0.000744,0.000909,0.001116,0.000999,0.049971,384
0.333333,scalar_uncertainty_planner,4,0.429688,0.289462,0.300537,0.285684,0.108392,0.152236,0.115748,0.129728,0.223086,0.251913,0.239730,-0.361930,0.049578,0.003470,0.001652,0.001384,0.000508,0.000516,0.000506,0.000792,0.000924,0.001095,0.001019,0.050274,384
0.333333,scalar_uncertainty_planner,5,0.421875,0.289542,0.300023,0.286138,0.108358,0.152574,0.116121,0.129732,0.223336,0.252404,0.240119,-0.370024,0.049461,0.003540,0.001669,0.001341,0.000494,0.000534,0.000539,0.000745,0.000939,0.001107,0.001053,0.050033,384
0.333333,scalar_uncertainty_planner,6,0.408854,0.288945,0.300782,0.285843,0.108275,0.152630,0.116232,0.129721,0.223083,0.252092,0.239847,-0.383541,0.049237,0.003543,0.001636,0.001395,0.000504,0.000548,0.000527,0.000796,0.000930,0.001100,0.001025,0.050122,384
0.333333,scalar_uncertainty_planner,7,0.395833,0.289316,0.300832,0.285468,0.108232,0.152449,0.116120,0.129686,0.222886,0.251952,0.239629,-0.395897,0.048977,0.003516,0.001646,0.001341,0.000491,0.000531,0.000519,0.000784,0.000922,0.001103,0.001038,0.049747,384
0.333333,scalar_uncertainty_planner,8,0.414062,0.288967,0.300385,0.286030,0.108431,0.152743,0.115920,0.129812,0.222710,0.251890,0.239571,-0.377915,0.049330,0.003478,0.001666,0.001374,0.000533,0.000575,0.000510,0.000748,0.000948,0.001120,0.001071,0.050295,384
0.333333,scalar_uncertainty_planner,9,0.372396,0.288491,0.300433,0.286085,0.108736,0.152577,0.116292,0.129693,0.223034,0.252203,0.239939,-0.420485,0.048417,0.003523,0.001657,0.001357,0.000496,0.000574,0.000509,0.000761,0.000930,0.001086,0.001039,0.049192,384
0.500000,active_probe_planner,0,0.622396,0.512709,0.209995,0.202957,0.085898,0.314118,0.081632,0.119669,0.165515,0.193320,0.174337,0.086841,0.048552,0.002006,0.001192,0.000981,0.000389,0.000656,0.000362,0.000612,0.000655,0.000816,0.000781,0.048756,384
0.500000,active_probe_planner,1,0.559896,0.512422,0.210480,0.203658,0.085731,0.314380,0.081627,0.120256,0.166096,0.193516,0.174634,0.022862,0.049715,0.002032,0.001236,0.000957,0.000386,0.000648,0.000365,0.000630,0.000670,0.000829,0.000767,0.049797,384
0.500000,active_probe_planner,2,0.601562,0.512064,0.209899,0.203203,0.085938,0.314158,0.081590,0.119834,0.165885,0.193504,0.174780,0.065385,0.049032,0.002077,0.001219,0.000963,0.000390,0.000634,0.000392,0.000601,0.000656,0.000788,0.000744,0.049432,384
0.500000,active_probe_planner,3,0.585938,0.512345,0.210053,0.203632,0.085872,0.314575,0.081810,0.120140,0.165840,0.193335,0.174832,0.049172,0.049330,0.002091,0.001215,0.000965,0.000413,0.000621,0.000362,0.000619,0.000681,0.000798,0.000752,0.049517,384
0.500000,active_probe_planner,4,0.593750,0.511847,0.210216,0.203748,0.085637,0.313763,0.081767,0.119749,0.165895,0.193399,0.174483,0.057133,0.049188,0.002087,0.001243,0.000974,0.000387,0.000624,0.000392,0.000597,0.000664,0.000767,0.000771,0.049233,384
0.500000,active_probe_planner,5,0.601562,0.511076,0.209760,0.203360,0.085887,0.314332,0.081780,0.119700,0.165872,0.193533,0.174692,0.064989,0.049032,0.002118,0.001267,0.000976,0.000375,0.000627,0.000386,0.000593,0.000616,0.000740,0.000721,0.049407,384
0.500000,active_probe_planner,6,0.591146,0.511629,0.209920,0.203650,0.085843,0.314134,0.081746,0.119997,0.165916,0.193620,0.174607,0.054423,0.049237,0.002108,0.001227,0.000977,0.000365,0.000628,0.000377,0.000616,0.000653,0.000767,0.000758,0.049685,384
0.500000,active_probe_planner,7,0.567708,0.511059,0.210083,0.203650,0.085921,0.314088,0.081547,0.119769,0.166113,0.193678,0.174772,0.030602,0.049614,0.002084,0.001194,0.001008,0.000390,0.000677,0.000363,0.000605,0.000621,0.000756,0.000735,0.049877,384
0.500000,active_probe_planner,8,0.588542,0.511658,0.210054,0.203647,0.085721,0.313969,0.081188,0.119963,0.165803,0.193356,0.174251,0.052266,0.049284,0.002030,0.001226,0.001000,0.000382,0.000650,0.000376,0.000600,0.000611,0.000737,0.000683,0.049688,384
0.500000,active_probe_planner,9,0.604167,0.512169,0.209689,0.202912,0.085831,0.314113,0.081722,0.119708,0.166060,0.193750,0.174898,0.068413,0.048977,0.002054,0.001224,0.000992,0.000397,0.000637,0.000378,0.000610,0.000614,0.000741,0.000722,0.049236,384
