method,task,mechanism,split,mean_success,mean_mechanism_f1,mean_invalid_repair_rate,mean_repeat_failure_rate,mean_damage_rate,mean_diagnostic_probe_cost,mean_calibration_error,mean_abstention_rate,mean_budget_violation_rate,mean_predicted_breach_risk,mean_realized_breach_risk,mean_repair_utility,ci95_success,ci95_mechanism_f1,ci95_invalid_repair_rate,ci95_repeat_failure_rate,ci95_damage_rate,ci95_diagnostic_probe_cost,ci95_calibration_error,ci95_abstention_rate,ci95_budget_violation_rate,ci95_predicted_breach_risk,ci95_realized_breach_risk,ci95_repair_utility,rows
failure_classifier_repair,deformable_bin_pick,compliance_shift,sparse_observation,0.625000,0.460294,0.211189,0.208599,0.082118,0.229688,0.082182,0.121907,0.168429,0.192925,0.178315,0.092815,0.106757,0.002059,0.001191,0.001031,0.000625,0.000989,0.000595,0.000762,0.000821,0.000954,0.000946,0.106759,80
failure_classifier_repair,deformable_bin_pick,contact_mode_flip,combined_stress,0.537500,0.425884,0.242160,0.239373,0.091739,0.238403,0.089971,0.136871,0.186964,0.214609,0.197975,-0.090660,0.109948,0.002114,0.001134,0.001047,0.000657,0.000803,0.000645,0.000866,0.000987,0.001148,0.001242,0.109854,80
failure_classifier_repair,deformable_bin_pick,contact_mode_flip,hidden_mechanism,0.600000,0.450231,0.216582,0.209900,0.080536,0.230731,0.078018,0.113881,0.167319,0.187047,0.176152,0.064329,0.108031,0.002401,0.000941,0.001111,0.000606,0.000811,0.000617,0.000986,0.000935,0.001134,0.001165,0.108253,80
failure_classifier_repair,deformable_bin_pick,contact_mode_flip,in_distribution,0.600000,0.464427,0.204079,0.196510,0.074668,0.226134,0.072629,0.104009,0.157442,0.173786,0.166076,0.109848,0.108031,0.002242,0.001153,0.001062,0.000668,0.000816,0.000641,0.000820,0.000698,0.000950,0.000847,0.107852,80
failure_classifier_repair,deformable_bin_pick,contact_mode_flip,long_horizon,0.437500,0.455264,0.223213,0.223177,0.083583,0.230153,0.078946,0.117024,0.172448,0.191998,0.181804,-0.120355,0.109394,0.002048,0.001087,0.001075,0.000649,0.000768,0.000642,0.000761,0.000802,0.000973,0.000986,0.109472,80
failure_classifier_repair,deformable_bin_pick,contact_mode_flip,sparse_observation,0.587500,0.429387,0.229626,0.222978,0.086199,0.236435,0.086974,0.130704,0.178126,0.204482,0.188244,-0.000234,0.108557,0.001892,0.001247,0.001310,0.000635,0.000802,0.000744,0.000803,0.000791,0.001059,0.001137,0.109027,80
failure_classifier_repair,deformable_bin_pick,friction_shift,combined_stress,0.675000,0.470066,0.216526,0.219687,0.085803,0.228943,0.084266,0.125045,0.174288,0.198830,0.184497,0.123430,0.103285,0.001897,0.001259,0.001033,0.000520,0.000884,0.000656,0.000835,0.000808,0.000964,0.001149,0.102920,80
failure_classifier_repair,deformable_bin_pick,friction_shift,hidden_mechanism,0.675000,0.493993,0.189954,0.190377,0.073470,0.221805,0.072820,0.101799,0.153818,0.171535,0.161858,0.217894,0.103285,0.001916,0.001070,0.001073,0.000627,0.000917,0.000605,0.000973,0.000823,0.001018,0.001013,0.103312,80
failure_classifier_repair,deformable_bin_pick,friction_shift,in_distribution,0.562500,0.510674,0.177238,0.175909,0.068294,0.217160,0.066438,0.090469,0.143623,0.157774,0.151238,0.153114,0.109394,0.001962,0.001029,0.001230,0.000753,0.000824,0.000660,0.000819,0.000779,0.000919,0.001004,0.109589,80
failure_classifier_repair,deformable_bin_pick,friction_shift,long_horizon,0.637500,0.500744,0.195788,0.204625,0.077177,0.220845,0.072911,0.105407,0.159016,0.176224,0.166728,0.158507,0.106008,0.002139,0.001076,0.000983,0.000650,0.001007,0.000640,0.000892,0.000909,0.001066,0.001089,0.105821,80
failure_classifier_repair,deformable_bin_pick,friction_shift,sparse_observation,0.675000,0.474105,0.202276,0.203450,0.079312,0.227684,0.081216,0.118763,0.163982,0.187887,0.173674,0.167270,0.103285,0.001886,0.001243,0.001105,0.000706,0.000820,0.000692,0.000820,0.000730,0.000941,0.000972,0.102971,80
failure_classifier_repair,deformable_bin_pick,nominal,combined_stress,0.637500,0.518745,0.195984,0.203710,0.079820,0.221737,0.079551,0.114883,0.162978,0.186248,0.172790,0.154102,0.106008,0.002139,0.001128,0.001042,0.000634,0.000866,0.000683,0.000858,0.000868,0.001086,0.001145,0.106057,80
failure_classifier_repair,deformable_bin_pick,nominal,hidden_mechanism,0.737500,0.539353,0.169008,0.175063,0.067292,0.214552,0.067581,0.092538,0.141296,0.156838,0.149037,0.348390,0.097026,0.002188,0.001148,0.000986,0.000579,0.000836,0.000745,0.000826,0.000782,0.000965,0.001036,0.096948,80
failure_classifier_repair,deformable_bin_pick,nominal,in_distribution,0.725000,0.555678,0.156728,0.162781,0.062580,0.209574,0.062114,0.081500,0.131620,0.143876,0.138724,0.380112,0.098464,0.002254,0.001140,0.001046,0.000620,0.000912,0.000636,0.000775,0.000921,0.001159,0.001030,0.098786,80
failure_classifier_repair,deformable_bin_pick,nominal,long_horizon,0.600000,0.547482,0.176031,0.188616,0.070601,0.213713,0.068658,0.094884,0.147539,0.163948,0.155321,0.188353,0.108031,0.002092,0.001159,0.001224,0.000680,0.000866,0.000666,0.000907,0.000867,0.001105,0.001200,0.108233,80
failure_classifier_repair,deformable_bin_pick,nominal,sparse_observation,0.587500,0.520862,0.183238,0.187430,0.072761,0.220474,0.076427,0.108929,0.151280,0.173216,0.161081,0.147402,0.108557,0.002366,0.001075,0.001020,0.000646,0.000828,0.000688,0.000855,0.000962,0.001317,0.001159,0.108452,80
failure_classifier_repair,deformable_bin_pick,occlusion_persistence,combined_stress,0.562500,0.436044,0.233670,0.232722,0.090326,0.234595,0.089157,0.135162,0.182519,0.210481,0.193756,-0.042955,0.109394,0.002271,0.001085,0.001215,0.000641,0.000816,0.000575,0.000815,0.000896,0.001085,0.001016,0.109671,80
failure_classifier_repair,deformable_bin_pick,occlusion_persistence,hidden_mechanism,0.537500,0.447024,0.211228,0.207110,0.079100,0.232141,0.083578,0.123264,0.165769,0.190423,0.175958,0.005038,0.109948,0.002199,0.001072,0.001184,0.000648,0.000882,0.000681,0.000913,0.000829,0.001111,0.001054,0.110239,80
failure_classifier_repair,deformable_bin_pick,occlusion_persistence,in_distribution,0.625000,0.461705,0.196820,0.193613,0.073674,0.228968,0.077790,0.112771,0.156854,0.178553,0.166395,0.138892,0.106757,0.002155,0.001000,0.001239,0.000638,0.000881,0.000544,0.000803,0.001035,0.001218,0.001232,0.106959,80
failure_classifier_repair,deformable_bin_pick,occlusion_persistence,long_horizon,0.625000,0.449557,0.217535,0.221106,0.082316,0.231947,0.084267,0.124648,0.171095,0.196154,0.181102,0.069304,0.106757,0.002420,0.001157,0.001052,0.000571,0.000809,0.000724,0.000922,0.000959,0.001220,0.001130,0.106773,80
failure_classifier_repair,deformable_bin_pick,occlusion_persistence,sparse_observation,0.550000,0.438836,0.219646,0.216863,0.083594,0.234936,0.087041,0.129799,0.173443,0.199861,0.183661,-0.014243,0.109706,0.001997,0.001153,0.001000,0.000647,0.000924,0.000626,0.000877,0.000816,0.001087,0.001161,0.109583,80
failure_classifier_repair,deformable_bin_pick,payload_shift,combined_stress,0.700000,0.428636,0.235693,0.233047,0.090862,0.235362,0.087800,0.133477,0.185965,0.211956,0.196534,0.087983,0.101054,0.002100,0.001071,0.001141,0.000673,0.000878,0.000665,0.000945,0.000830,0.001028,0.001033,0.100980,80
failure_classifier_repair,deformable_bin_pick,payload_shift,hidden_mechanism,0.600000,0.453955,0.212475,0.204674,0.081451,0.228417,0.076356,0.111477,0.168147,0.187112,0.177199,0.074032,0.108031,0.002239,0.001163,0.001167,0.000751,0.000850,0.000670,0.000909,0.000854,0.001097,0.001159,0.107980,80
failure_classifier_repair,deformable_bin_pick,payload_shift,in_distribution,0.625000,0.465734,0.199201,0.191484,0.076180,0.224866,0.071102,0.101641,0.158586,0.174127,0.166344,0.143060,0.106757,0.001818,0.001096,0.001116,0.000601,0.000893,0.000638,0.000857,0.000888,0.001155,0.001184,0.106651,80
failure_classifier_repair,deformable_bin_pick,payload_shift,long_horizon,0.512500,0.458826,0.217824,0.219029,0.085176,0.227515,0.076717,0.113975,0.173864,0.192630,0.182746,-0.035924,0.110224,0.002202,0.001164,0.001226,0.000668,0.001015,0.000658,0.000838,0.000787,0.000979,0.000899,0.109937,80
failure_classifier_repair,deformable_bin_pick,payload_shift,sparse_observation,0.462500,0.433186,0.226000,0.218085,0.087200,0.234512,0.085306,0.129016,0.178378,0.203768,0.188433,-0.116187,0.109948,0.001830,0.001193,0.001068,0.000724,0.000946,0.000657,0.000845,0.000819,0.001147,0.001127,0.109779,80
failure_classifier_repair,drawer_contact_repair,actuator_lag,combined_stress,0.487500,0.448243,0.228196,0.225431,0.089238,0.231852,0.086413,0.129843,0.180543,0.206018,0.191986,-0.097309,0.110224,0.002269,0.000996,0.001112,0.000641,0.000968,0.000556,0.000795,0.000846,0.000916,0.000990,0.110069,80
failure_classifier_repair,drawer_contact_repair,actuator_lag,hidden_mechanism,0.637500,0.472628,0.202799,0.196339,0.078745,0.224708,0.075163,0.107867,0.162228,0.180835,0.171592,0.142391,0.106008,0.002314,0.001102,0.001154,0.000607,0.000685,0.000733,0.000858,0.000983,0.001159,0.001186,0.105863,80
failure_classifier_repair,drawer_contact_repair,actuator_lag,in_distribution,0.575000,0.485417,0.189545,0.184092,0.073951,0.220429,0.068874,0.097750,0.152941,0.168124,0.160561,0.123668,0.109011,0.002434,0.001123,0.001061,0.000650,0.000922,0.000622,0.000884,0.000900,0.001083,0.001041,0.108687,80
failure_classifier_repair,drawer_contact_repair,actuator_lag,long_horizon,0.550000,0.476340,0.208955,0.211360,0.082035,0.223843,0.075179,0.110226,0.167894,0.186190,0.176711,0.031473,0.109706,0.002017,0.001154,0.001275,0.000635,0.001011,0.000606,0.000866,0.000774,0.000980,0.001003,0.109811,80
failure_classifier_repair,drawer_contact_repair,actuator_lag,sparse_observation,0.512500,0.453219,0.215465,0.209373,0.085270,0.230681,0.083951,0.124120,0.172688,0.197601,0.182466,-0.034361,0.110224,0.002174,0.000923,0.001132,0.000636,0.000848,0.000714,0.000906,0.000757,0.000886,0.000965,0.110476,80
failure_classifier_repair,drawer_contact_repair,combined_hidden_mechanisms,combined_stress,0.650000,0.382649,0.255123,0.250856,0.094534,0.243410,0.092666,0.142967,0.193835,0.222640,0.206473,-0.025253,0.105180,0.002168,0.001166,0.001048,0.000622,0.000915,0.000634,0.000764,0.000822,0.001054,0.001006,0.105021,80
failure_classifier_repair,drawer_contact_repair,combined_hidden_mechanisms,hidden_mechanism,0.587500,0.391522,0.245259,0.228181,0.091431,0.240272,0.087449,0.133163,0.185394,0.210447,0.196449,-0.043594,0.108557,0.002298,0.001185,0.001194,0.000584,0.000893,0.000672,0.000770,0.000761,0.000940,0.001004,0.108889,80
failure_classifier_repair,drawer_contact_repair,combined_hidden_mechanisms,in_distribution,0.525000,0.408786,0.232005,0.215114,0.085622,0.236389,0.081532,0.121817,0.176700,0.198257,0.186586,-0.059544,0.110121,0.001763,0.001202,0.001122,0.000703,0.000853,0.000624,0.000974,0.000959,0.001142,0.001200,0.110089,80
failure_classifier_repair,drawer_contact_repair,combined_hidden_mechanisms,long_horizon,0.550000,0.395366,0.248300,0.242508,0.092679,0.239474,0.088231,0.134025,0.188576,0.213737,0.199756,-0.097462,0.109706,0.002352,0.001073,0.001084,0.000674,0.000826,0.000672,0.000857,0.000882,0.001034,0.001020,0.109412,80
failure_classifier_repair,drawer_contact_repair,combined_hidden_mechanisms,sparse_observation,0.500000,0.383364,0.249513,0.237840,0.093060,0.242571,0.091752,0.140122,0.190662,0.218779,0.202431,-0.154801,0.110259,0.002065,0.001151,0.001171,0.000667,0.000771,0.000697,0.001050,0.000953,0.001081,0.001189,0.110132,80
failure_classifier_repair,drawer_contact_repair,compliance_shift,combined_stress,0.600000,0.462687,0.222057,0.219988,0.088227,0.229232,0.084411,0.125826,0.176798,0.201968,0.186924,0.036126,0.108031,0.002306,0.001007,0.001116,0.000694,0.001013,0.000694,0.000867,0.000803,0.001044,0.000959,0.108181,80
failure_classifier_repair,drawer_contact_repair,compliance_shift,hidden_mechanism,0.662500,0.488220,0.193315,0.191271,0.075517,0.221906,0.072339,0.103462,0.155679,0.173728,0.163936,0.196200,0.104273,0.002103,0.001045,0.001067,0.000622,0.000815,0.000695,0.000900,0.000935,0.001203,0.001133,0.104589,80
failure_classifier_repair,drawer_contact_repair,compliance_shift,in_distribution,0.650000,0.502173,0.179687,0.179213,0.069891,0.218502,0.066755,0.092705,0.146016,0.160967,0.153448,0.228666,0.105180,0.002253,0.001115,0.001207,0.000708,0.000947,0.000755,0.000799,0.000773,0.001033,0.001006,0.105088,80
failure_classifier_repair,drawer_contact_repair,compliance_shift,long_horizon,0.525000,0.492235,0.200057,0.205367,0.078790,0.220767,0.073359,0.105331,0.161050,0.179321,0.168835,0.035410,0.110121,0.002457,0.001143,0.001065,0.000670,0.000862,0.000611,0.000911,0.000953,0.001202,0.001061,0.109977,80
failure_classifier_repair,drawer_contact_repair,compliance_shift,sparse_observation,0.512500,0.466433,0.206611,0.203663,0.081183,0.227491,0.081596,0.120374,0.165902,0.189598,0.175621,-0.005654,0.110224,0.002252,0.001206,0.001117,0.000659,0.000737,0.000702,0.000983,0.000832,0.001030,0.001113,0.110516,80
failure_classifier_repair,drawer_contact_repair,contact_mode_flip,combined_stress,0.625000,0.430594,0.237652,0.234481,0.091371,0.235736,0.088423,0.134682,0.184861,0.211797,0.195550,0.010211,0.106757,0.002208,0.001258,0.001032,0.000636,0.000875,0.000665,0.000840,0.001012,0.001107,0.001213,0.106589,80
failure_classifier_repair,drawer_contact_repair,contact_mode_flip,hidden_mechanism,0.625000,0.455841,0.211080,0.206102,0.079138,0.229210,0.077048,0.112271,0.164622,0.184135,0.174087,0.103756,0.106757,0.002270,0.001088,0.000877,0.000590,0.000858,0.000645,0.001041,0.000802,0.001097,0.001131,0.106908,80
failure_classifier_repair,drawer_contact_repair,contact_mode_flip,in_distribution,0.525000,0.471271,0.197807,0.192522,0.074100,0.225423,0.071241,0.101751,0.155089,0.171421,0.163515,0.049573,0.110121,0.002417,0.001164,0.001124,0.000647,0.000962,0.000674,0.000927,0.000937,0.001204,0.001081,0.110135,80
failure_classifier_repair,drawer_contact_repair,contact_mode_flip,long_horizon,0.650000,0.459764,0.217368,0.219376,0.083135,0.227013,0.077645,0.115068,0.171241,0.191019,0.180177,0.105297,0.105180,0.002224,0.001148,0.001026,0.000685,0.000729,0.000669,0.000838,0.000860,0.001147,0.001033,0.105017,80
failure_classifier_repair,drawer_contact_repair,contact_mode_flip,sparse_observation,0.612500,0.435458,0.225219,0.217608,0.085387,0.233695,0.085948,0.129427,0.174867,0.201203,0.185494,0.039644,0.107431,0.001963,0.001031,0.000987,0.000645,0.000946,0.000692,0.000936,0.000789,0.001061,0.001094,0.107627,80
failure_classifier_repair,drawer_contact_repair,friction_shift,combined_stress,0.562500,0.477051,0.212072,0.214498,0.084883,0.226821,0.082520,0.122244,0.172211,0.196517,0.181906,0.025885,0.109394,0.002246,0.001249,0.001128,0.000586,0.000843,0.000562,0.000806,0.000827,0.000990,0.001010,0.109737,80
failure_classifier_repair,drawer_contact_repair,friction_shift,hidden_mechanism,0.712500,0.501759,0.185210,0.184579,0.072650,0.219416,0.071441,0.100173,0.151572,0.169134,0.160158,0.271007,0.099805,0.001930,0.001056,0.001216,0.000619,0.000886,0.000631,0.000881,0.000967,0.001239,0.001263,0.099824,80
failure_classifier_repair,drawer_contact_repair,friction_shift,in_distribution,0.750000,0.515981,0.171658,0.172687,0.067518,0.216018,0.065434,0.089313,0.142416,0.157046,0.150305,0.352770,0.095487,0.002207,0.000998,0.001259,0.000635,0.000901,0.000639,0.000839,0.000884,0.001042,0.001255,0.095463,80
failure_classifier_repair,drawer_contact_repair,friction_shift,long_horizon,0.650000,0.507223,0.191270,0.198966,0.075992,0.218563,0.072144,0.101818,0.156407,0.173010,0.165071,0.186512,0.105180,0.002326,0.001245,0.001076,0.000717,0.000868,0.000536,0.000909,0.000921,0.001026,0.001084,0.104871,80
failure_classifier_repair,drawer_contact_repair,friction_shift,sparse_observation,0.612500,0.479682,0.197113,0.198208,0.078284,0.225751,0.080309,0.117431,0.162475,0.186088,0.172095,0.118885,0.107431,0.002253,0.001069,0.001089,0.000603,0.000885,0.000728,0.000745,0.000794,0.001063,0.001069,0.107961,80
failure_classifier_repair,drawer_contact_repair,nominal,combined_stress,0.650000,0.523488,0.191841,0.199800,0.078173,0.219878,0.078645,0.112344,0.159684,0.182414,0.168977,0.180467,0.105180,0.002277,0.001132,0.001111,0.000687,0.000976,0.000604,0.000795,0.000799,0.001037,0.000915,0.105253,80
failure_classifier_repair,drawer_contact_repair,nominal,hidden_mechanism,0.712500,0.548460,0.164099,0.169784,0.066828,0.213135,0.066804,0.089661,0.138637,0.153847,0.146322,0.338730,0.099805,0.002152,0.001001,0.001137,0.000656,0.000900,0.000635,0.000861,0.000874,0.001058,0.001125,0.099886,80
failure_classifier_repair,drawer_contact_repair,nominal,in_distribution,0.712500,0.562876,0.151252,0.157098,0.060707,0.208646,0.061471,0.079957,0.129429,0.142104,0.135546,0.383833,0.099805,0.002270,0.001059,0.001096,0.000680,0.000819,0.000622,0.000975,0.000740,0.000975,0.000893,0.099485,80
failure_classifier_repair,drawer_contact_repair,nominal,long_horizon,0.737500,0.551602,0.169968,0.183751,0.070173,0.211015,0.067649,0.092184,0.144586,0.159906,0.152416,0.340860,0.097026,0.002220,0.001132,0.001073,0.000659,0.000807,0.000681,0.000917,0.000924,0.001103,0.001113,0.097178,80
failure_classifier_repair,drawer_contact_repair,nominal,sparse_observation,0.600000,0.526987,0.177252,0.182993,0.071604,0.219139,0.075808,0.106653,0.149117,0.171338,0.158603,0.174741,0.108031,0.001945,0.001074,0.001072,0.000662,0.000971,0.000656,0.000802,0.000805,0.001057,0.001116,0.107877,80
failure_classifier_repair,drawer_contact_repair,occlusion_persistence,combined_stress,0.725000,0.445432,0.229096,0.228348,0.089062,0.233346,0.088244,0.133030,0.180096,0.207311,0.190899,0.134529,0.098464,0.001969,0.001105,0.001114,0.000626,0.000833,0.000620,0.000882,0.000823,0.001186,0.000972,0.098189,80
failure_classifier_repair,drawer_contact_repair,occlusion_persistence,hidden_mechanism,0.700000,0.452256,0.205875,0.203262,0.077968,0.230475,0.082609,0.121210,0.163837,0.188988,0.174249,0.181102,0.101054,0.002289,0.001140,0.001102,0.000619,0.000812,0.000694,0.000893,0.000902,0.001117,0.001062,0.101108,80
failure_classifier_repair,drawer_contact_repair,occlusion_persistence,in_distribution,0.662500,0.467698,0.193014,0.189056,0.072925,0.226509,0.076979,0.110702,0.153714,0.175162,0.162298,0.189871,0.104273,0.002264,0.001071,0.001084,0.000682,0.000885,0.000662,0.000830,0.000809,0.000930,0.001083,0.104203,80
failure_classifier_repair,drawer_contact_repair,occlusion_persistence,long_horizon,0.525000,0.457170,0.211287,0.217949,0.080735,0.229771,0.082917,0.122604,0.168807,0.192990,0.179249,-0.014982,0.110121,0.002291,0.001047,0.001008,0.000647,0.000969,0.000739,0.000834,0.000798,0.001073,0.001085,0.110071,80
failure_classifier_repair,drawer_contact_repair,occlusion_persistence,sparse_observation,0.512500,0.444958,0.215737,0.211822,0.082191,0.233353,0.086366,0.128927,0.170770,0.197739,0.180859,-0.037937,0.110224,0.001861,0.001088,0.001102,0.000695,0.000839,0.000636,0.000871,0.000929,0.001238,0.001098,0.110334,80
failure_classifier_repair,drawer_contact_repair,payload_shift,combined_stress,0.475000,0.432399,0.229600,0.228347,0.090624,0.234205,0.086651,0.131628,0.181767,0.207766,0.193208,-0.122192,0.110121,0.002506,0.001192,0.001129,0.000670,0.000882,0.000652,0.000818,0.000855,0.001064,0.001054,0.110368,80
failure_classifier_repair,drawer_contact_repair,payload_shift,hidden_mechanism,0.600000,0.457742,0.208589,0.202020,0.080874,0.226437,0.075739,0.109550,0.164932,0.183917,0.173662,0.084940,0.108031,0.002114,0.001042,0.001167,0.000646,0.000836,0.000728,0.000850,0.000736,0.000993,0.001112,0.107888,80
failure_classifier_repair,drawer_contact_repair,payload_shift,in_distribution,0.612500,0.473763,0.194575,0.187537,0.074796,0.222035,0.069989,0.098686,0.155545,0.170576,0.163572,0.146066,0.107431,0.001922,0.001074,0.001039,0.000711,0.000812,0.000733,0.000915,0.000943,0.001137,0.001204,0.107289,80
failure_classifier_repair,drawer_contact_repair,payload_shift,long_horizon,0.525000,0.464951,0.212555,0.213731,0.084056,0.225207,0.076451,0.111974,0.170548,0.189505,0.179541,-0.007827,0.110121,0.002419,0.001004,0.001204,0.000816,0.000906,0.000651,0.000875,0.000781,0.001098,0.000964,0.110388,80
failure_classifier_repair,drawer_contact_repair,payload_shift,sparse_observation,0.575000,0.438226,0.220647,0.214080,0.086790,0.231832,0.084391,0.125604,0.174991,0.200100,0.185638,0.010654,0.109011,0.002196,0.001063,0.001053,0.000604,0.000790,0.000680,0.000803,0.000785,0.000933,0.001144,0.109140,80
failure_classifier_repair,occluded_push_recovery,actuator_lag,combined_stress,0.525000,0.440699,0.234799,0.232265,0.090509,0.232549,0.087698,0.132518,0.183861,0.209850,0.194726,-0.078675,0.110121,0.002650,0.001051,0.001223,0.000652,0.000953,0.000729,0.000974,0.000849,0.001121,0.001031,0.110325,80
failure_classifier_repair,occluded_push_recovery,actuator_lag,hidden_mechanism,0.575000,0.466839,0.210197,0.203338,0.079792,0.226051,0.075946,0.110174,0.164989,0.184429,0.173482,0.061504,0.109011,0.002307,0.001086,0.001122,0.000590,0.000855,0.000671,0.000936,0.000988,0.001307,0.001161,0.109214,80
failure_classifier_repair,occluded_push_recovery,actuator_lag,in_distribution,0.700000,0.478011,0.196275,0.190189,0.075299,0.221594,0.070144,0.099373,0.156226,0.172054,0.163854,0.230325,0.101054,0.001992,0.000981,0.001023,0.000667,0.000750,0.000725,0.000864,0.000838,0.001134,0.001090,0.100972,80
failure_classifier_repair,occluded_push_recovery,actuator_lag,long_horizon,0.612500,0.468424,0.215571,0.217220,0.083228,0.223733,0.076867,0.112850,0.170571,0.188864,0.179398,0.076254,0.107431,0.002115,0.001028,0.001178,0.000666,0.000925,0.000682,0.000817,0.000859,0.001033,0.001131,0.107400,80
failure_classifier_repair,occluded_push_recovery,actuator_lag,sparse_observation,0.575000,0.445892,0.222855,0.216304,0.085927,0.231023,0.085207,0.126389,0.175542,0.200779,0.186613,0.009692,0.109011,0.002112,0.001134,0.001026,0.000656,0.000896,0.000662,0.000843,0.000923,0.001190,0.001177,0.108992,80
failure_classifier_repair,occluded_push_recovery,combined_hidden_mechanisms,combined_stress,0.425000,0.380691,0.257537,0.252063,0.094358,0.242236,0.093084,0.144921,0.194417,0.222606,0.206547,-0.254531,0.109011,0.001960,0.000961,0.000943,0.000662,0.000978,0.000529,0.000882,0.000936,0.001203,0.001208,0.109023,80
failure_classifier_repair,occluded_push_recovery,combined_hidden_mechanisms,hidden_mechanism,0.525000,0.389186,0.248940,0.231765,0.091468,0.239883,0.087658,0.134685,0.187666,0.213231,0.198013,-0.114862,0.110121,0.002276,0.001071,0.001181,0.000573,0.000894,0.000662,0.000816,0.000757,0.000993,0.000994,0.110098,80
failure_classifier_repair,occluded_push_recovery,combined_hidden_mechanisms,in_distribution,0.562500,0.399126,0.238789,0.221188,0.085814,0.237998,0.082909,0.124733,0.179406,0.201393,0.188993,-0.040051,0.109394,0.002416,0.000983,0.001070,0.000580,0.000816,0.000648,0.000803,0.000872,0.001093,0.001043,0.109451,80
failure_classifier_repair,occluded_push_recovery,combined_hidden_mechanisms,long_horizon,0.487500,0.391554,0.253065,0.246317,0.093745,0.239481,0.088949,0.136917,0.190875,0.215823,0.202063,-0.172173,0.110224,0.002157,0.001214,0.000889,0.000664,0.000940,0.000543,0.000827,0.000834,0.001023,0.000952,0.110174,80
failure_classifier_repair,occluded_push_recovery,combined_hidden_mechanisms,sparse_observation,0.400000,0.379436,0.253765,0.240339,0.094402,0.243406,0.091682,0.142172,0.191469,0.220188,0.202625,-0.264546,0.108031,0.002295,0.001220,0.001017,0.000719,0.000888,0.000607,0.000901,0.001069,0.001297,0.001334,0.107869,80
failure_classifier_repair,occluded_push_recovery,compliance_shift,combined_stress,0.587500,0.458198,0.227578,0.226603,0.088836,0.229807,0.084759,0.128427,0.179309,0.204392,0.190048,0.008732,0.108557,0.002208,0.001082,0.001237,0.000658,0.000863,0.000708,0.000784,0.000930,0.001118,0.001130,0.108186,80
failure_classifier_repair,occluded_push_recovery,compliance_shift,hidden_mechanism,0.600000,0.479628,0.201469,0.197247,0.076271,0.223640,0.073504,0.106440,0.159192,0.176810,0.168194,0.113830,0.108031,0.002396,0.000926,0.001143,0.000689,0.000936,0.000695,0.000866,0.000880,0.001118,0.001149,0.107891,80
failure_classifier_repair,occluded_push_recovery,compliance_shift,in_distribution,0.737500,0.493915,0.187227,0.184229,0.070740,0.218203,0.067925,0.095220,0.149001,0.163849,0.156271,0.298661,0.097026,0.002224,0.001088,0.001122,0.000822,0.000946,0.000715,0.000827,0.000908,0.001080,0.001130,0.097161,80
failure_classifier_repair,occluded_push_recovery,compliance_shift,long_horizon,0.550000,0.485807,0.205378,0.210473,0.079269,0.222100,0.074328,0.108627,0.163968,0.181732,0.172475,0.045394,0.109706,0.001993,0.001044,0.001287,0.000641,0.000841,0.000626,0.000885,0.000835,0.001011,0.001085,0.109397,80
failure_classifier_repair,occluded_push_recovery,compliance_shift,sparse_observation,0.625000,0.460086,0.212830,0.211000,0.082858,0.228344,0.083336,0.122022,0.169976,0.194779,0.180538,0.087351,0.106757,0.001870,0.001120,0.000964,0.000705,0.000873,0.000644,0.000842,0.000886,0.001120,0.001038,0.106733,80
failure_classifier_repair,occluded_push_recovery,contact_mode_flip,combined_stress,0.550000,0.423072,0.244988,0.241202,0.091976,0.236983,0.089571,0.137954,0.186856,0.214099,0.197816,-0.082899,0.109706,0.002233,0.000981,0.001176,0.000630,0.000812,0.000708,0.000911,0.000888,0.001135,0.001063,0.109780,80
failure_classifier_repair,occluded_push_recovery,contact_mode_flip,hidden_mechanism,0.537500,0.448924,0.220024,0.211953,0.080673,0.229282,0.078621,0.114608,0.168110,0.188971,0.177800,-0.004069,0.109948,0.001925,0.001029,0.001006,0.000667,0.000777,0.000515,0.000802,0.000849,0.001090,0.001017,0.109708,80
failure_classifier_repair,occluded_push_recovery,contact_mode_flip,in_distribution,0.612500,0.462117,0.205894,0.198706,0.075360,0.225371,0.072248,0.104983,0.158789,0.174812,0.167524,0.116832,0.107431,0.002304,0.001123,0.001075,0.000740,0.000860,0.000668,0.000853,0.000874,0.001131,0.001080,0.107243,80
failure_classifier_repair,occluded_push_recovery,contact_mode_flip,long_horizon,0.487500,0.453986,0.225222,0.225481,0.084045,0.228896,0.077861,0.117327,0.172718,0.192618,0.182073,-0.074190,0.110224,0.002062,0.001041,0.000966,0.000674,0.000798,0.000560,0.000942,0.000878,0.001099,0.000977,0.110457,80
failure_classifier_repair,occluded_push_recovery,contact_mode_flip,sparse_observation,0.475000,0.428141,0.231514,0.224183,0.086667,0.236094,0.086934,0.131566,0.178213,0.203963,0.188691,-0.116431,0.110121,0.002292,0.001126,0.001061,0.000674,0.000844,0.000459,0.000901,0.000871,0.001077,0.001102,0.110363,80
failure_classifier_repair,occluded_push_recovery,friction_shift,combined_stress,0.475000,0.469939,0.219600,0.220868,0.086232,0.227886,0.083852,0.124689,0.174552,0.199120,0.184522,-0.080371,0.110121,0.002129,0.001140,0.001100,0.000604,0.000852,0.000643,0.000745,0.000868,0.001109,0.001072,0.110155,80
